14,"SELECT  &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-12-06 19:15:00,1
2019-12-06 21:49:00,1
2019-12-06 21:51:00,1
2019-12-06 21:52:00,1
2019-12-06 22:10:00,1
2019-12-06 22:11:00,3
2019-12-06 22:12:00,1
2019-12-06 22:13:00,1
2019-12-06 22:30:00,2
2019-12-06 22:31:00,1
2019-12-06 22:32:00,1
