1455,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-12-06 09:03:00,26
2019-12-06 09:04:00,33
2019-12-06 09:05:00,31
2019-12-06 09:06:00,27
2019-12-06 09:07:00,29
2019-12-06 09:08:00,27
2019-12-06 09:09:00,25
2019-12-06 09:10:00,26
2019-12-06 09:11:00,23
2019-12-06 09:12:00,24
2019-12-06 09:13:00,22
2019-12-06 09:14:00,21
2019-12-06 09:15:00,20
2019-12-06 09:16:00,19
2019-12-06 09:17:00,19
2019-12-06 09:18:00,18
2019-12-06 09:19:00,17
2019-12-06 09:20:00,10
2019-12-06 09:21:00,18
2019-12-06 09:22:00,18
2019-12-06 09:23:00,17
2019-12-06 09:24:00,17
2019-12-06 09:25:00,17
2019-12-06 09:26:00,16
2019-12-06 09:27:00,17
2019-12-06 09:28:00,16
2019-12-06 09:29:00,17
2019-12-06 09:30:00,16
2019-12-06 09:31:00,16
2019-12-06 09:32:00,16
2019-12-06 09:33:00,16
2019-12-06 09:34:00,16
2019-12-06 09:35:00,16
2019-12-06 09:36:00,16
2019-12-06 09:37:00,15
2019-12-06 09:38:00,14
2019-12-06 13:47:00,7
2019-12-06 13:48:00,35
2019-12-06 13:49:00,32
2019-12-06 13:50:00,29
2019-12-06 13:51:00,26
2019-12-06 13:52:00,24
2019-12-06 13:53:00,23
2019-12-06 13:54:00,21
2019-12-06 13:55:00,21
2019-12-06 13:56:00,20
2019-12-06 13:57:00,20
2019-12-06 13:58:00,20
2019-12-06 13:59:00,19
2019-12-06 14:00:00,17
2019-12-06 14:01:00,19
2019-12-06 14:02:00,18
2019-12-06 14:03:00,18
2019-12-06 14:04:00,18
2019-12-06 14:05:00,17
2019-12-06 14:06:00,17
2019-12-06 14:07:00,16
2019-12-06 14:08:00,16
2019-12-06 14:09:00,17
2019-12-06 14:10:00,16
2019-12-06 14:11:00,16
2019-12-06 14:12:00,16
2019-12-06 14:13:00,16
2019-12-06 14:14:00,15
2019-12-06 14:15:00,15
2019-12-06 14:16:00,15
2019-12-06 14:17:00,15
2019-12-06 14:18:00,14
2019-12-06 14:19:00,15
2019-12-06 14:20:00,15
2019-12-06 14:21:00,14
2019-12-06 14:22:00,15
2019-12-06 14:23:00,14
2019-12-06 14:24:00,13
2019-12-06 14:25:00,13
2019-12-06 14:26:00,13
2019-12-06 14:27:00,13
2019-12-06 14:28:00,11
