26,select * from stellarMassFSPSGranEarlyDust where specObjId=#
2019-12-06 00:37:00,1
2019-12-06 00:38:00,1
2019-12-06 03:42:00,1
2019-12-06 03:51:00,1
2019-12-06 05:15:00,1
2019-12-06 11:17:00,1
2019-12-06 11:18:00,1
2019-12-06 11:27:00,1
2019-12-06 11:49:00,1
2019-12-06 12:05:00,1
2019-12-06 12:19:00,1
2019-12-06 12:29:00,1
2019-12-06 12:33:00,1
2019-12-06 13:13:00,1
2019-12-06 15:42:00,1
2019-12-06 16:04:00,1
2019-12-06 16:53:00,1
2019-12-06 17:01:00,1
2019-12-06 17:32:00,1
2019-12-06 18:26:00,1
2019-12-06 19:43:00,1
2019-12-06 20:11:00,1
2019-12-06 20:29:00,1
2019-12-06 20:50:00,1
2019-12-06 20:52:00,1
2019-12-06 21:10:00,1
