443,select * from SpecLineIndex where specObjId=#
2019-12-06 01:44:00,2
2019-12-06 01:45:00,1
2019-12-06 01:46:00,2
2019-12-06 02:11:00,1
2019-12-06 02:12:00,1
2019-12-06 02:42:00,1
2019-12-06 04:52:00,1
2019-12-06 07:49:00,1
2019-12-06 08:35:00,6
2019-12-06 08:36:00,2
2019-12-06 08:37:00,1
2019-12-06 08:44:00,1
2019-12-06 08:54:00,1
2019-12-06 08:55:00,1
2019-12-06 08:56:00,1
2019-12-06 08:59:00,1
2019-12-06 09:06:00,1
2019-12-06 09:07:00,1
2019-12-06 09:09:00,1
2019-12-06 09:10:00,1
2019-12-06 09:11:00,1
2019-12-06 09:12:00,7
2019-12-06 09:13:00,1
2019-12-06 09:24:00,1
2019-12-06 09:25:00,1
2019-12-06 09:26:00,1
2019-12-06 09:56:00,1
2019-12-06 09:57:00,2
2019-12-06 09:58:00,3
2019-12-06 09:59:00,2
2019-12-06 10:03:00,1
2019-12-06 10:04:00,1
2019-12-06 10:08:00,1
2019-12-06 10:10:00,1
2019-12-06 10:11:00,1
2019-12-06 10:12:00,1
2019-12-06 10:13:00,3
2019-12-06 10:15:00,1
2019-12-06 10:18:00,1
2019-12-06 10:19:00,2
2019-12-06 10:27:00,1
2019-12-06 10:30:00,2
2019-12-06 10:32:00,1
2019-12-06 10:35:00,1
2019-12-06 10:42:00,1
2019-12-06 10:43:00,1
2019-12-06 10:45:00,1
2019-12-06 10:50:00,1
2019-12-06 10:51:00,1
2019-12-06 10:52:00,2
2019-12-06 10:54:00,5
2019-12-06 10:55:00,2
2019-12-06 10:56:00,3
2019-12-06 11:01:00,1
2019-12-06 11:02:00,2
2019-12-06 11:09:00,5
2019-12-06 11:10:00,1
2019-12-06 11:12:00,3
2019-12-06 11:15:00,1
2019-12-06 11:19:00,1
2019-12-06 11:25:00,1
2019-12-06 11:26:00,1
2019-12-06 11:28:00,1
2019-12-06 11:29:00,1
2019-12-06 11:40:00,3
2019-12-06 12:02:00,1
2019-12-06 12:06:00,1
2019-12-06 12:19:00,1
2019-12-06 12:21:00,1
2019-12-06 13:00:00,2
2019-12-06 13:06:00,1
2019-12-06 13:08:00,1
2019-12-06 13:11:00,1
2019-12-06 13:12:00,1
2019-12-06 13:13:00,4
2019-12-06 13:14:00,2
2019-12-06 13:15:00,2
2019-12-06 13:19:00,3
2019-12-06 13:21:00,1
2019-12-06 13:22:00,5
2019-12-06 13:23:00,1
2019-12-06 13:24:00,1
2019-12-06 13:25:00,1
2019-12-06 13:27:00,4
2019-12-06 13:28:00,1
2019-12-06 13:29:00,1
2019-12-06 13:56:00,2
2019-12-06 14:04:00,5
2019-12-06 14:09:00,1
2019-12-06 14:11:00,1
2019-12-06 14:14:00,1
2019-12-06 14:16:00,1
2019-12-06 14:17:00,7
2019-12-06 14:19:00,1
2019-12-06 14:20:00,2
2019-12-06 14:21:00,3
2019-12-06 14:22:00,1
2019-12-06 14:23:00,4
2019-12-06 14:25:00,2
2019-12-06 14:26:00,1
2019-12-06 14:32:00,2
2019-12-06 14:33:00,3
2019-12-06 14:34:00,2
2019-12-06 14:36:00,2
2019-12-06 14:44:00,1
2019-12-06 14:45:00,1
2019-12-06 15:08:00,1
2019-12-06 15:16:00,2
2019-12-06 15:17:00,1
2019-12-06 15:18:00,3
2019-12-06 15:20:00,1
2019-12-06 15:22:00,1
2019-12-06 15:23:00,1
2019-12-06 15:36:00,1
2019-12-06 15:39:00,1
2019-12-06 15:41:00,1
2019-12-06 15:45:00,2
2019-12-06 15:46:00,1
2019-12-06 15:48:00,1
2019-12-06 15:50:00,1
2019-12-06 15:57:00,1
2019-12-06 16:05:00,2
2019-12-06 16:13:00,1
2019-12-06 16:16:00,1
2019-12-06 16:32:00,1
2019-12-06 16:33:00,1
2019-12-06 16:40:00,1
2019-12-06 16:45:00,1
2019-12-06 18:16:00,1
2019-12-06 18:17:00,2
2019-12-06 18:27:00,2
2019-12-06 18:54:00,1
2019-12-06 19:01:00,1
2019-12-06 19:10:00,1
2019-12-06 19:30:00,1
2019-12-06 19:31:00,1
2019-12-06 19:32:00,1
2019-12-06 19:34:00,1
2019-12-06 19:49:00,1
