48,select * from ELRedshift where specObjId=#
2019-12-06 01:44:00,1
2019-12-06 01:45:00,1
2019-12-06 01:46:00,2
2019-12-06 02:12:00,2
2019-12-06 03:45:00,1
2019-12-06 04:22:00,1
2019-12-06 07:21:00,1
2019-12-06 07:55:00,1
2019-12-06 08:19:00,1
2019-12-06 08:22:00,1
2019-12-06 10:00:00,1
2019-12-06 10:01:00,1
2019-12-06 10:14:00,1
2019-12-06 10:47:00,1
2019-12-06 10:51:00,1
2019-12-06 11:03:00,1
2019-12-06 11:44:00,1
2019-12-06 11:50:00,1
2019-12-06 11:59:00,1
2019-12-06 12:43:00,1
2019-12-06 13:28:00,1
2019-12-06 13:37:00,1
2019-12-06 14:16:00,1
2019-12-06 14:22:00,1
2019-12-06 14:33:00,1
2019-12-06 14:36:00,1
2019-12-06 15:21:00,1
2019-12-06 15:44:00,2
2019-12-06 18:24:00,1
2019-12-06 19:09:00,1
2019-12-06 19:12:00,1
2019-12-06 19:46:00,1
2019-12-06 19:47:00,1
2019-12-06 20:09:00,1
2019-12-06 20:12:00,1
2019-12-06 21:20:00,1
2019-12-06 21:26:00,1
2019-12-06 22:02:00,1
2019-12-06 22:34:00,1
2019-12-06 22:43:00,1
2019-12-06 23:04:00,1
2019-12-06 23:12:00,1
2019-12-06 23:15:00,1
2019-12-06 23:17:00,1
2019-12-06 23:26:00,1
