23,select * from stellarMassPCAWiscBC0# where specObjId=#
2019-12-06 00:21:00,1
2019-12-06 03:22:00,1
2019-12-06 05:42:00,1
2019-12-06 05:53:00,1
2019-12-06 06:32:00,1
2019-12-06 06:46:00,1
2019-12-06 08:03:00,1
2019-12-06 09:59:00,1
2019-12-06 11:16:00,1
2019-12-06 13:14:00,1
2019-12-06 14:04:00,1
2019-12-06 14:49:00,1
2019-12-06 14:58:00,1
2019-12-06 15:47:00,1
2019-12-06 15:57:00,1
2019-12-06 16:02:00,1
2019-12-06 16:06:00,1
2019-12-06 18:42:00,1
2019-12-06 20:10:00,1
2019-12-06 20:37:00,1
2019-12-06 21:01:00,1
2019-12-06 21:07:00,1
2019-12-06 21:25:00,1
