46,select * from emissionLinesPort where specObjId=#
2019-12-06 00:01:00,1
2019-12-06 03:08:00,1
2019-12-06 04:42:00,1
2019-12-06 04:46:00,1
2019-12-06 05:34:00,1
2019-12-06 06:14:00,1
2019-12-06 08:54:00,1
2019-12-06 09:13:00,1
2019-12-06 10:13:00,1
2019-12-06 10:15:00,1
2019-12-06 10:16:00,1
2019-12-06 10:23:00,1
2019-12-06 10:59:00,1
2019-12-06 11:10:00,1
2019-12-06 11:40:00,1
2019-12-06 12:30:00,1
2019-12-06 12:55:00,1
2019-12-06 13:28:00,2
2019-12-06 13:52:00,1
2019-12-06 14:27:00,1
2019-12-06 14:32:00,1
2019-12-06 14:39:00,1
2019-12-06 15:37:00,2
2019-12-06 15:47:00,1
2019-12-06 15:48:00,1
2019-12-06 16:40:00,1
2019-12-06 17:15:00,1
2019-12-06 17:52:00,1
2019-12-06 17:58:00,1
2019-12-06 18:31:00,2
2019-12-06 19:31:00,1
2019-12-06 19:35:00,1
2019-12-06 19:46:00,1
2019-12-06 19:55:00,1
2019-12-06 20:14:00,1
2019-12-06 20:24:00,1
2019-12-06 20:34:00,1
2019-12-06 21:12:00,1
2019-12-06 21:14:00,2
2019-12-06 22:56:00,1
2019-12-06 23:20:00,1
2019-12-06 23:39:00,1
