702,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-12-06 00:37:00,1
2019-12-06 00:40:00,1
2019-12-06 01:20:00,1
2019-12-06 03:07:00,1
2019-12-06 03:26:00,1
2019-12-06 03:36:00,1
2019-12-06 04:50:00,1
2019-12-06 05:35:00,3
2019-12-06 05:44:00,3
2019-12-06 05:58:00,1
2019-12-06 05:59:00,1
2019-12-06 06:13:00,42
2019-12-06 06:15:00,42
2019-12-06 06:24:00,33
2019-12-06 06:25:00,9
2019-12-06 06:30:00,1
2019-12-06 06:56:00,18
2019-12-06 07:01:00,6
2019-12-06 07:30:00,2
2019-12-06 07:35:00,2
2019-12-06 08:00:00,2
2019-12-06 08:32:00,18
2019-12-06 08:48:00,11
2019-12-06 08:49:00,63
2019-12-06 08:50:00,23
2019-12-06 08:52:00,22
2019-12-06 08:53:00,34
2019-12-06 08:54:00,1
2019-12-06 09:00:00,3
2019-12-06 09:11:00,1
2019-12-06 09:26:00,2
2019-12-06 10:24:00,2
2019-12-06 10:26:00,42
2019-12-06 10:55:00,3
2019-12-06 11:02:00,2
2019-12-06 11:25:00,1
2019-12-06 11:29:00,2
2019-12-06 11:34:00,2
2019-12-06 12:16:00,3
2019-12-06 12:39:00,1
2019-12-06 13:10:00,1
2019-12-06 13:13:00,3
2019-12-06 13:14:00,2
2019-12-06 14:04:00,1
2019-12-06 14:36:00,2
2019-12-06 15:39:00,1
2019-12-06 15:41:00,42
2019-12-06 15:48:00,1
2019-12-06 15:49:00,44
2019-12-06 15:50:00,1
2019-12-06 16:04:00,3
2019-12-06 16:35:00,3
2019-12-06 16:58:00,1
2019-12-06 17:08:00,42
2019-12-06 17:14:00,1
2019-12-06 19:14:00,18
2019-12-06 19:56:00,1
2019-12-06 19:57:00,3
2019-12-06 20:03:00,2
2019-12-06 20:04:00,1
2019-12-06 20:25:00,3
2019-12-06 20:40:00,3
2019-12-06 20:45:00,3
2019-12-06 20:47:00,42
2019-12-06 20:55:00,2
2019-12-06 20:59:00,1
2019-12-06 21:05:00,3
2019-12-06 21:08:00,2
2019-12-06 21:15:00,1
2019-12-06 21:21:00,42
2019-12-06 21:41:00,3
2019-12-06 22:12:00,2
2019-12-06 22:26:00,3
2019-12-06 23:09:00,1
2019-12-06 23:17:00,6
2019-12-06 23:30:00,3
2019-12-06 23:41:00,1
