129,select * from sppLines where specObjId=#
2019-12-06 00:46:00,1
2019-12-06 02:51:00,2
2019-12-06 03:41:00,1
2019-12-06 05:55:00,1
2019-12-06 08:15:00,1
2019-12-06 08:18:00,1
2019-12-06 08:36:00,1
2019-12-06 08:44:00,1
2019-12-06 08:49:00,1
2019-12-06 09:14:00,2
2019-12-06 09:27:00,1
2019-12-06 10:09:00,1
2019-12-06 10:13:00,1
2019-12-06 10:15:00,1
2019-12-06 10:23:00,1
2019-12-06 10:24:00,1
2019-12-06 10:47:00,1
2019-12-06 11:18:00,1
2019-12-06 11:19:00,1
2019-12-06 11:25:00,4
2019-12-06 11:26:00,2
2019-12-06 11:28:00,1
2019-12-06 11:29:00,1
2019-12-06 11:34:00,1
2019-12-06 11:39:00,1
2019-12-06 11:58:00,1
2019-12-06 12:01:00,1
2019-12-06 12:07:00,1
2019-12-06 12:12:00,1
2019-12-06 12:14:00,2
2019-12-06 12:15:00,1
2019-12-06 12:18:00,1
2019-12-06 12:20:00,1
2019-12-06 12:33:00,1
2019-12-06 12:43:00,1
2019-12-06 12:44:00,1
2019-12-06 13:20:00,4
2019-12-06 13:21:00,2
2019-12-06 13:32:00,1
2019-12-06 13:44:00,1
2019-12-06 13:48:00,1
2019-12-06 14:00:00,1
2019-12-06 14:04:00,1
2019-12-06 14:06:00,1
2019-12-06 14:22:00,3
2019-12-06 14:25:00,3
2019-12-06 14:33:00,1
2019-12-06 14:34:00,2
2019-12-06 14:37:00,1
2019-12-06 14:45:00,1
2019-12-06 14:50:00,1
2019-12-06 14:53:00,1
2019-12-06 14:57:00,1
2019-12-06 14:58:00,1
2019-12-06 14:59:00,1
2019-12-06 15:41:00,1
2019-12-06 15:47:00,1
2019-12-06 15:48:00,1
2019-12-06 15:58:00,1
2019-12-06 16:30:00,1
2019-12-06 16:39:00,1
2019-12-06 16:42:00,1
2019-12-06 16:57:00,1
2019-12-06 16:59:00,1
2019-12-06 17:06:00,1
2019-12-06 17:12:00,1
2019-12-06 17:16:00,1
2019-12-06 17:22:00,1
2019-12-06 18:06:00,1
2019-12-06 18:25:00,1
2019-12-06 18:37:00,1
2019-12-06 18:47:00,1
2019-12-06 19:07:00,1
2019-12-06 19:16:00,1
2019-12-06 19:26:00,1
2019-12-06 19:35:00,1
2019-12-06 19:47:00,1
2019-12-06 19:48:00,1
2019-12-06 20:01:00,1
2019-12-06 20:15:00,2
2019-12-06 20:35:00,2
2019-12-06 20:49:00,1
2019-12-06 20:52:00,1
2019-12-06 21:03:00,2
2019-12-06 21:05:00,2
2019-12-06 21:11:00,1
2019-12-06 21:25:00,2
2019-12-06 21:31:00,1
2019-12-06 21:32:00,1
2019-12-06 21:34:00,1
2019-12-06 21:36:00,1
2019-12-06 21:37:00,1
2019-12-06 21:45:00,1
2019-12-06 22:00:00,1
2019-12-06 22:07:00,1
2019-12-06 22:19:00,1
2019-12-06 22:20:00,1
2019-12-06 22:32:00,1
2019-12-06 22:33:00,1
2019-12-06 22:36:00,1
2019-12-06 22:49:00,1
2019-12-06 22:50:00,2
2019-12-06 23:10:00,1
2019-12-06 23:40:00,1
2019-12-06 23:47:00,1
2019-12-06 23:48:00,1
2019-12-06 23:59:00,1
