144,select * from galSpecLine where specObjId=#
2019-12-06 01:40:00,1
2019-12-06 01:43:00,1
2019-12-06 03:23:00,1
2019-12-06 04:56:00,1
2019-12-06 05:34:00,1
2019-12-06 06:57:00,1
2019-12-06 07:50:00,1
2019-12-06 07:56:00,1
2019-12-06 08:06:00,1
2019-12-06 08:48:00,1
2019-12-06 09:05:00,1
2019-12-06 09:13:00,1
2019-12-06 09:16:00,1
2019-12-06 09:19:00,1
2019-12-06 09:25:00,1
2019-12-06 09:41:00,1
2019-12-06 09:58:00,1
2019-12-06 10:11:00,1
2019-12-06 10:13:00,1
2019-12-06 10:23:00,1
2019-12-06 10:24:00,1
2019-12-06 10:32:00,1
2019-12-06 10:36:00,1
2019-12-06 11:03:00,1
2019-12-06 11:09:00,1
2019-12-06 11:11:00,1
2019-12-06 11:25:00,1
2019-12-06 11:32:00,1
2019-12-06 11:44:00,1
2019-12-06 11:52:00,1
2019-12-06 12:01:00,1
2019-12-06 12:29:00,1
2019-12-06 12:30:00,1
2019-12-06 12:47:00,1
2019-12-06 12:54:00,1
2019-12-06 13:02:00,1
2019-12-06 13:05:00,1
2019-12-06 13:06:00,1
2019-12-06 13:07:00,1
2019-12-06 13:10:00,1
2019-12-06 13:19:00,2
2019-12-06 13:20:00,1
2019-12-06 13:21:00,2
2019-12-06 13:23:00,1
2019-12-06 13:24:00,2
2019-12-06 13:31:00,2
2019-12-06 13:33:00,1
2019-12-06 13:34:00,1
2019-12-06 13:43:00,1
2019-12-06 13:47:00,1
2019-12-06 14:02:00,1
2019-12-06 14:04:00,1
2019-12-06 14:08:00,2
2019-12-06 14:10:00,1
2019-12-06 14:17:00,2
2019-12-06 14:23:00,1
2019-12-06 14:24:00,1
2019-12-06 14:33:00,2
2019-12-06 14:34:00,3
2019-12-06 14:36:00,1
2019-12-06 14:37:00,1
2019-12-06 14:40:00,1
2019-12-06 14:43:00,1
2019-12-06 14:52:00,1
2019-12-06 15:01:00,1
2019-12-06 15:03:00,1
2019-12-06 15:34:00,1
2019-12-06 15:40:00,1
2019-12-06 15:58:00,1
2019-12-06 16:23:00,1
2019-12-06 16:57:00,1
2019-12-06 17:03:00,1
2019-12-06 17:06:00,1
2019-12-06 17:08:00,1
2019-12-06 17:28:00,1
2019-12-06 18:00:00,1
2019-12-06 18:01:00,1
2019-12-06 18:02:00,1
2019-12-06 18:17:00,1
2019-12-06 18:33:00,1
2019-12-06 18:34:00,1
2019-12-06 18:58:00,1
2019-12-06 19:08:00,1
2019-12-06 19:15:00,1
2019-12-06 19:19:00,1
2019-12-06 19:34:00,1
2019-12-06 19:46:00,2
2019-12-06 19:49:00,1
2019-12-06 19:56:00,1
2019-12-06 19:59:00,1
2019-12-06 20:00:00,1
2019-12-06 20:05:00,1
2019-12-06 20:07:00,2
2019-12-06 20:18:00,1
2019-12-06 20:40:00,2
2019-12-06 20:55:00,1
2019-12-06 20:58:00,1
2019-12-06 21:06:00,3
2019-12-06 21:27:00,1
2019-12-06 21:35:00,1
2019-12-06 21:36:00,1
2019-12-06 21:37:00,3
2019-12-06 21:46:00,1
2019-12-06 21:48:00,1
2019-12-06 22:01:00,1
2019-12-06 22:05:00,1
2019-12-06 22:12:00,1
2019-12-06 22:13:00,1
2019-12-06 22:28:00,1
2019-12-06 22:30:00,1
2019-12-06 22:32:00,1
2019-12-06 22:37:00,1
2019-12-06 22:44:00,1
2019-12-06 22:55:00,1
2019-12-06 23:16:00,1
2019-12-06 23:17:00,1
2019-12-06 23:28:00,1
2019-12-06 23:36:00,1
2019-12-06 23:41:00,2
2019-12-06 23:44:00,1
2019-12-06 23:47:00,1
2019-12-06 23:51:00,1
2019-12-06 23:53:00,1
2019-12-06 23:55:00,2
2019-12-06 23:56:00,1
2019-12-06 23:59:00,1
