1302,"SELECT  &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-10-17 00:01:00,1
2019-10-17 00:03:00,4
2019-10-17 00:06:00,3
2019-10-17 00:08:00,1
2019-10-17 00:11:00,1
2019-10-17 00:13:00,4
2019-10-17 00:16:00,3
2019-10-17 00:18:00,1
2019-10-17 00:21:00,1
2019-10-17 00:23:00,4
2019-10-17 00:26:00,3
2019-10-17 00:28:00,1
2019-10-17 00:31:00,1
2019-10-17 00:33:00,4
2019-10-17 00:36:00,3
2019-10-17 00:38:00,1
2019-10-17 00:41:00,1
2019-10-17 00:43:00,4
2019-10-17 00:46:00,3
2019-10-17 00:48:00,1
2019-10-17 00:51:00,1
2019-10-17 00:53:00,4
2019-10-17 00:56:00,3
2019-10-17 00:58:00,1
2019-10-17 01:01:00,1
2019-10-17 01:03:00,4
2019-10-17 01:06:00,3
2019-10-17 01:08:00,1
2019-10-17 01:11:00,1
2019-10-17 01:13:00,4
2019-10-17 01:16:00,3
2019-10-17 01:18:00,1
2019-10-17 01:21:00,1
2019-10-17 01:23:00,4
2019-10-17 01:26:00,3
2019-10-17 01:28:00,1
2019-10-17 01:31:00,1
2019-10-17 01:33:00,4
2019-10-17 01:36:00,3
2019-10-17 01:38:00,1
2019-10-17 01:41:00,1
2019-10-17 01:43:00,4
2019-10-17 01:46:00,3
2019-10-17 01:48:00,1
2019-10-17 01:51:00,1
2019-10-17 01:53:00,4
2019-10-17 01:56:00,3
2019-10-17 01:58:00,1
2019-10-17 02:01:00,1
2019-10-17 02:03:00,4
2019-10-17 02:06:00,3
2019-10-17 02:08:00,1
2019-10-17 02:11:00,1
2019-10-17 02:13:00,4
2019-10-17 02:16:00,3
2019-10-17 02:18:00,1
2019-10-17 02:21:00,1
2019-10-17 02:23:00,4
2019-10-17 02:26:00,3
2019-10-17 02:28:00,1
2019-10-17 02:31:00,1
2019-10-17 02:33:00,4
2019-10-17 02:36:00,3
2019-10-17 02:38:00,1
2019-10-17 02:41:00,1
2019-10-17 02:43:00,4
2019-10-17 02:46:00,3
2019-10-17 02:48:00,1
2019-10-17 02:51:00,1
2019-10-17 02:53:00,4
2019-10-17 02:56:00,3
2019-10-17 02:58:00,1
2019-10-17 03:01:00,1
2019-10-17 03:03:00,4
2019-10-17 03:06:00,3
2019-10-17 03:08:00,1
2019-10-17 03:11:00,1
2019-10-17 03:13:00,4
2019-10-17 03:16:00,3
2019-10-17 03:18:00,1
2019-10-17 03:21:00,1
2019-10-17 03:23:00,4
2019-10-17 03:26:00,3
2019-10-17 03:28:00,1
2019-10-17 03:31:00,1
2019-10-17 03:33:00,4
2019-10-17 03:36:00,3
2019-10-17 03:38:00,1
2019-10-17 03:41:00,1
2019-10-17 03:43:00,4
2019-10-17 03:46:00,3
2019-10-17 03:48:00,1
2019-10-17 03:51:00,1
2019-10-17 03:53:00,4
2019-10-17 03:56:00,3
2019-10-17 03:58:00,1
2019-10-17 04:01:00,1
2019-10-17 04:03:00,4
2019-10-17 04:06:00,3
2019-10-17 04:08:00,1
2019-10-17 04:11:00,1
2019-10-17 04:13:00,4
2019-10-17 04:16:00,3
2019-10-17 04:18:00,1
2019-10-17 04:21:00,1
2019-10-17 04:23:00,4
2019-10-17 04:26:00,3
2019-10-17 04:28:00,1
2019-10-17 04:31:00,1
2019-10-17 04:33:00,4
2019-10-17 04:36:00,3
2019-10-17 04:38:00,1
2019-10-17 04:41:00,1
2019-10-17 04:43:00,4
2019-10-17 04:46:00,3
2019-10-17 04:48:00,1
2019-10-17 04:51:00,1
2019-10-17 04:53:00,4
2019-10-17 04:56:00,3
2019-10-17 04:58:00,1
2019-10-17 05:01:00,1
2019-10-17 05:03:00,4
2019-10-17 05:06:00,3
2019-10-17 05:08:00,1
2019-10-17 05:11:00,1
2019-10-17 05:13:00,4
2019-10-17 05:16:00,3
2019-10-17 05:18:00,1
2019-10-17 05:21:00,1
2019-10-17 05:23:00,4
2019-10-17 05:26:00,3
2019-10-17 05:28:00,1
2019-10-17 05:31:00,1
2019-10-17 05:33:00,4
2019-10-17 05:36:00,3
2019-10-17 05:38:00,1
2019-10-17 05:41:00,1
2019-10-17 05:43:00,4
2019-10-17 05:46:00,3
2019-10-17 05:48:00,1
2019-10-17 05:51:00,1
2019-10-17 05:53:00,4
2019-10-17 05:56:00,3
2019-10-17 05:58:00,1
2019-10-17 06:01:00,1
2019-10-17 06:03:00,4
2019-10-17 06:06:00,3
2019-10-17 06:08:00,1
2019-10-17 06:11:00,1
2019-10-17 06:13:00,4
2019-10-17 06:16:00,3
2019-10-17 06:18:00,1
2019-10-17 06:21:00,1
2019-10-17 06:23:00,4
2019-10-17 06:26:00,3
2019-10-17 06:28:00,1
2019-10-17 06:31:00,1
2019-10-17 06:33:00,4
2019-10-17 06:36:00,3
2019-10-17 06:38:00,1
2019-10-17 06:41:00,1
2019-10-17 06:43:00,4
2019-10-17 06:46:00,3
2019-10-17 06:48:00,1
2019-10-17 06:51:00,1
2019-10-17 06:53:00,4
2019-10-17 06:56:00,3
2019-10-17 06:58:00,1
2019-10-17 07:01:00,1
2019-10-17 07:03:00,4
2019-10-17 07:06:00,3
2019-10-17 07:08:00,1
2019-10-17 07:11:00,1
2019-10-17 07:13:00,4
2019-10-17 07:16:00,3
2019-10-17 07:18:00,1
2019-10-17 07:21:00,1
2019-10-17 07:23:00,4
2019-10-17 07:26:00,3
2019-10-17 07:28:00,1
2019-10-17 07:31:00,1
2019-10-17 07:33:00,4
2019-10-17 07:36:00,3
2019-10-17 07:38:00,1
2019-10-17 07:41:00,1
2019-10-17 07:43:00,4
2019-10-17 07:46:00,3
2019-10-17 07:48:00,1
2019-10-17 07:51:00,1
2019-10-17 07:53:00,4
2019-10-17 07:56:00,3
2019-10-17 07:58:00,1
2019-10-17 08:01:00,1
2019-10-17 08:03:00,4
2019-10-17 08:06:00,3
2019-10-17 08:08:00,1
2019-10-17 08:11:00,1
2019-10-17 08:13:00,4
2019-10-17 08:16:00,3
2019-10-17 08:18:00,1
2019-10-17 08:21:00,1
2019-10-17 08:23:00,4
2019-10-17 08:26:00,3
2019-10-17 08:28:00,1
2019-10-17 08:31:00,1
2019-10-17 08:33:00,4
2019-10-17 08:36:00,3
2019-10-17 08:38:00,1
2019-10-17 08:41:00,1
2019-10-17 08:43:00,4
2019-10-17 08:46:00,3
2019-10-17 08:48:00,1
2019-10-17 08:51:00,1
2019-10-17 08:53:00,4
2019-10-17 08:56:00,3
2019-10-17 08:58:00,1
2019-10-17 09:01:00,1
2019-10-17 09:03:00,4
2019-10-17 09:06:00,3
2019-10-17 09:08:00,1
2019-10-17 09:11:00,1
2019-10-17 09:13:00,4
2019-10-17 09:16:00,3
2019-10-17 09:18:00,1
2019-10-17 09:21:00,1
2019-10-17 09:23:00,4
2019-10-17 09:26:00,3
2019-10-17 09:28:00,1
2019-10-17 09:31:00,1
2019-10-17 09:33:00,4
2019-10-17 09:36:00,3
2019-10-17 09:38:00,1
2019-10-17 09:41:00,1
2019-10-17 09:43:00,4
2019-10-17 09:46:00,3
2019-10-17 09:48:00,1
2019-10-17 09:51:00,1
2019-10-17 09:53:00,4
2019-10-17 09:56:00,3
2019-10-17 09:58:00,1
2019-10-17 10:01:00,1
2019-10-17 10:03:00,4
2019-10-17 10:06:00,3
2019-10-17 10:08:00,1
2019-10-17 10:11:00,1
2019-10-17 10:13:00,4
2019-10-17 10:16:00,2
2019-10-17 10:17:00,1
2019-10-17 10:18:00,1
2019-10-17 10:21:00,1
2019-10-17 10:23:00,4
2019-10-17 10:26:00,2
2019-10-17 10:27:00,1
2019-10-17 10:28:00,1
2019-10-17 10:31:00,1
2019-10-17 10:33:00,4
2019-10-17 10:36:00,2
2019-10-17 10:37:00,1
2019-10-17 10:38:00,1
2019-10-17 10:41:00,1
2019-10-17 10:43:00,4
2019-10-17 10:47:00,3
2019-10-17 10:48:00,1
2019-10-17 10:51:00,1
2019-10-17 10:53:00,4
2019-10-17 10:57:00,3
2019-10-17 10:58:00,1
2019-10-17 11:01:00,1
2019-10-17 11:03:00,4
2019-10-17 11:07:00,3
2019-10-17 11:08:00,1
2019-10-17 11:12:00,1
2019-10-17 11:13:00,4
2019-10-17 11:17:00,3
2019-10-17 11:18:00,1
2019-10-17 11:22:00,1
2019-10-17 11:23:00,4
2019-10-17 11:27:00,3
2019-10-17 11:28:00,1
2019-10-17 11:32:00,1
2019-10-17 11:33:00,4
2019-10-17 11:37:00,3
2019-10-17 11:38:00,1
2019-10-17 11:42:00,1
2019-10-17 11:43:00,4
2019-10-17 11:47:00,3
2019-10-17 11:48:00,1
2019-10-17 11:52:00,1
2019-10-17 11:53:00,4
2019-10-17 11:57:00,3
2019-10-17 11:58:00,1
2019-10-17 12:02:00,1
2019-10-17 12:03:00,4
2019-10-17 12:07:00,3
2019-10-17 12:08:00,1
2019-10-17 12:12:00,1
2019-10-17 12:13:00,4
2019-10-17 12:17:00,3
2019-10-17 12:18:00,1
2019-10-17 12:22:00,1
2019-10-17 12:23:00,4
2019-10-17 12:27:00,3
2019-10-17 12:28:00,1
2019-10-17 12:32:00,1
2019-10-17 12:33:00,4
2019-10-17 12:37:00,3
2019-10-17 12:38:00,1
2019-10-17 12:42:00,1
2019-10-17 12:43:00,4
2019-10-17 12:47:00,3
2019-10-17 12:48:00,1
2019-10-17 12:52:00,1
2019-10-17 12:53:00,4
2019-10-17 12:57:00,3
2019-10-17 12:58:00,1
2019-10-17 13:02:00,1
2019-10-17 13:03:00,4
2019-10-17 13:07:00,3
2019-10-17 13:08:00,1
2019-10-17 13:12:00,1
2019-10-17 13:13:00,4
2019-10-17 13:17:00,3
2019-10-17 13:18:00,1
2019-10-17 13:22:00,1
2019-10-17 13:23:00,4
2019-10-17 13:27:00,3
2019-10-17 13:28:00,1
2019-10-17 13:32:00,1
2019-10-17 13:33:00,4
2019-10-17 13:37:00,3
2019-10-17 13:38:00,1
2019-10-17 13:42:00,1
2019-10-17 13:43:00,4
2019-10-17 13:47:00,3
2019-10-17 13:48:00,1
2019-10-17 13:52:00,1
2019-10-17 13:53:00,4
2019-10-17 13:57:00,3
2019-10-17 13:58:00,1
2019-10-17 14:02:00,1
2019-10-17 14:03:00,4
2019-10-17 14:07:00,3
2019-10-17 14:08:00,1
2019-10-17 14:12:00,1
2019-10-17 14:13:00,4
2019-10-17 14:17:00,3
2019-10-17 14:18:00,1
2019-10-17 14:22:00,1
2019-10-17 14:23:00,4
2019-10-17 14:27:00,3
2019-10-17 14:28:00,1
2019-10-17 14:32:00,1
2019-10-17 14:33:00,4
2019-10-17 14:37:00,3
2019-10-17 14:38:00,1
2019-10-17 14:42:00,1
2019-10-17 14:43:00,4
2019-10-17 14:47:00,3
2019-10-17 14:48:00,1
2019-10-17 14:52:00,1
2019-10-17 14:53:00,4
2019-10-17 14:57:00,3
2019-10-17 14:58:00,1
2019-10-17 15:02:00,1
2019-10-17 15:03:00,4
2019-10-17 15:07:00,3
2019-10-17 15:08:00,1
2019-10-17 15:12:00,1
2019-10-17 15:13:00,4
2019-10-17 15:17:00,3
2019-10-17 15:18:00,1
2019-10-17 15:22:00,1
2019-10-17 15:23:00,4
2019-10-17 15:27:00,5
2019-10-17 15:28:00,1
2019-10-17 15:29:00,1
2019-10-17 15:32:00,2
2019-10-17 15:33:00,3
2019-10-17 15:37:00,3
2019-10-17 15:38:00,1
2019-10-17 15:42:00,2
2019-10-17 15:43:00,3
2019-10-17 15:47:00,3
2019-10-17 15:48:00,1
2019-10-17 15:52:00,2
2019-10-17 15:53:00,3
2019-10-17 15:57:00,3
2019-10-17 15:58:00,1
2019-10-17 16:02:00,2
2019-10-17 16:03:00,3
2019-10-17 16:07:00,3
2019-10-17 16:08:00,1
2019-10-17 16:12:00,2
2019-10-17 16:13:00,3
2019-10-17 16:17:00,3
2019-10-17 16:18:00,2
2019-10-17 16:22:00,2
2019-10-17 16:23:00,3
2019-10-17 16:27:00,3
2019-10-17 16:28:00,1
2019-10-17 16:32:00,2
2019-10-17 16:33:00,3
