28,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-10-17 12:41:00,2
2019-10-17 12:43:00,1
2019-10-17 13:13:00,1
2019-10-17 14:54:00,1
2019-10-17 18:20:00,1
2019-10-17 18:21:00,1
2019-10-17 20:43:00,1
2019-10-17 21:07:00,1
2019-10-17 21:12:00,1
2019-10-17 21:15:00,1
2019-10-17 21:20:00,1
2019-10-17 21:38:00,1
2019-10-17 21:41:00,1
2019-10-17 21:42:00,1
2019-10-17 22:16:00,1
2019-10-17 22:22:00,2
2019-10-17 22:23:00,1
2019-10-17 22:24:00,1
2019-10-17 22:31:00,1
2019-10-17 22:33:00,1
2019-10-17 22:41:00,2
2019-10-17 22:42:00,2
2019-10-17 22:44:00,1
2019-10-17 22:46:00,1
