623,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-10-17 17:10:00,1
2019-10-17 17:25:00,3
2019-10-17 17:26:00,1
2019-10-17 17:28:00,1
2019-10-17 17:29:00,1
2019-10-17 17:31:00,2
2019-10-17 17:32:00,2
2019-10-17 17:33:00,1
2019-10-17 17:36:00,1
2019-10-17 17:37:00,1
2019-10-17 17:38:00,1
2019-10-17 17:48:00,1
2019-10-17 17:51:00,2
2019-10-17 17:58:00,9
2019-10-17 17:59:00,10
2019-10-17 18:00:00,8
2019-10-17 18:01:00,8
2019-10-17 18:02:00,5
2019-10-17 18:03:00,5
2019-10-17 18:04:00,4
2019-10-17 18:05:00,3
2019-10-17 18:10:00,1
2019-10-17 18:11:00,9
2019-10-17 18:12:00,9
2019-10-17 18:13:00,9
2019-10-17 18:14:00,8
2019-10-17 18:15:00,4
2019-10-17 18:16:00,5
2019-10-17 18:17:00,3
2019-10-17 18:18:00,7
2019-10-17 18:19:00,3
2019-10-17 18:23:00,1
2019-10-17 18:29:00,2
2019-10-17 18:35:00,2
2019-10-17 18:36:00,2
2019-10-17 18:37:00,3
2019-10-17 18:43:00,9
2019-10-17 18:44:00,8
2019-10-17 18:45:00,3
2019-10-17 18:48:00,2
2019-10-17 18:54:00,9
2019-10-17 18:55:00,9
2019-10-17 19:00:00,1
2019-10-17 19:04:00,1
2019-10-17 19:10:00,1
2019-10-17 19:11:00,1
2019-10-17 19:16:00,1
2019-10-17 19:17:00,12
2019-10-17 19:18:00,13
2019-10-17 19:19:00,3
2019-10-17 19:25:00,1
2019-10-17 19:31:00,1
2019-10-17 19:37:00,1
2019-10-17 19:43:00,1
2019-10-17 19:49:00,1
2019-10-17 19:55:00,1
2019-10-17 20:01:00,4
2019-10-17 20:02:00,5
2019-10-17 20:03:00,9
2019-10-17 20:04:00,9
2019-10-17 20:05:00,9
2019-10-17 20:06:00,9
2019-10-17 20:07:00,9
2019-10-17 20:08:00,11
2019-10-17 20:09:00,8
2019-10-17 20:10:00,11
2019-10-17 20:11:00,8
2019-10-17 20:12:00,10
2019-10-17 20:13:00,8
2019-10-17 20:14:00,9
2019-10-17 20:15:00,10
2019-10-17 20:21:00,1
2019-10-17 20:27:00,1
2019-10-17 20:33:00,1
2019-10-17 20:39:00,1
2019-10-17 20:40:00,11
2019-10-17 20:46:00,1
2019-10-17 20:47:00,1
2019-10-17 20:52:00,1
2019-10-17 20:53:00,1
2019-10-17 20:58:00,1
2019-10-17 21:12:00,1
2019-10-17 21:18:00,1
2019-10-17 21:23:00,1
2019-10-17 21:28:00,1
2019-10-17 21:29:00,6
2019-10-17 21:35:00,1
2019-10-17 21:38:00,1
2019-10-17 21:41:00,4
2019-10-17 21:44:00,3
2019-10-17 21:45:00,10
2019-10-17 21:46:00,7
2019-10-17 21:47:00,7
2019-10-17 21:48:00,9
2019-10-17 21:49:00,8
2019-10-17 21:50:00,9
2019-10-17 21:51:00,9
2019-10-17 21:52:00,8
2019-10-17 21:53:00,11
2019-10-17 21:54:00,8
2019-10-17 21:55:00,10
2019-10-17 21:56:00,9
2019-10-17 21:57:00,8
2019-10-17 21:58:00,11
2019-10-17 21:59:00,11
2019-10-17 22:00:00,10
2019-10-17 22:01:00,1
2019-10-17 22:07:00,5
2019-10-17 22:08:00,9
2019-10-17 22:09:00,11
2019-10-17 22:10:00,9
2019-10-17 22:11:00,8
2019-10-17 22:12:00,7
2019-10-17 22:13:00,11
2019-10-17 22:19:00,1
2019-10-17 22:20:00,1
2019-10-17 22:24:00,3
2019-10-17 22:29:00,1
2019-10-17 22:46:00,2
2019-10-17 22:57:00,3
2019-10-17 23:03:00,2
2019-10-17 23:07:00,1
2019-10-17 23:13:00,2
2019-10-17 23:19:00,1
2019-10-17 23:25:00,5
2019-10-17 23:30:00,4
2019-10-17 23:36:00,1
2019-10-17 23:42:00,2
2019-10-17 23:48:00,1
2019-10-17 23:54:00,1
2019-10-17 23:59:00,1
