3,"SELECT objID, ra, dec, raErr, decErr, &&& AS errpa, psffwhm_r, psffwhm_r, &&& AS psfpa INTO mydb.ens0#  FROM Star WHERE     ra BETWEEN # and # AND dec BETWEEN  # and  #      AND ((flags_r & #) != #)             AND ((flags_r & #) = #)                   AND (((flags_r & #) = #) or (psfmagerr_r <= #))                   AND (((flags_r & #) = #) or (flags_r & #) = #)"
2019-10-17 09:38:00,1
2019-10-17 09:53:00,1
2019-10-17 15:49:00,1
