45,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-10-17 00:02:00,1
2019-10-17 00:03:00,1
2019-10-17 00:05:00,1
2019-10-17 00:08:00,1
2019-10-17 00:11:00,1
2019-10-17 00:13:00,1
2019-10-17 00:15:00,1
2019-10-17 00:18:00,1
2019-10-17 00:20:00,1
2019-10-17 00:21:00,1
2019-10-17 00:25:00,1
2019-10-17 00:26:00,1
2019-10-17 00:28:00,1
2019-10-17 00:30:00,1
2019-10-17 00:32:00,1
2019-10-17 00:35:00,1
2019-10-17 00:36:00,1
2019-10-17 00:38:00,1
2019-10-17 00:40:00,1
2019-10-17 00:43:00,1
2019-10-17 00:45:00,1
2019-10-17 01:17:00,1
2019-10-17 01:19:00,1
2019-10-17 01:29:00,1
2019-10-17 01:31:00,1
2019-10-17 01:39:00,1
2019-10-17 01:47:00,1
2019-10-17 01:48:00,1
2019-10-17 01:50:00,1
2019-10-17 01:58:00,1
2019-10-17 02:00:00,1
2019-10-17 02:09:00,1
2019-10-17 02:17:00,1
2019-10-17 04:38:00,1
2019-10-17 04:39:00,1
2019-10-17 04:41:00,1
2019-10-17 04:42:00,1
2019-10-17 04:44:00,1
2019-10-17 04:52:00,2
2019-10-17 04:54:00,1
2019-10-17 04:55:00,1
2019-10-17 04:58:00,1
2019-10-17 05:04:00,1
2019-10-17 23:58:00,1
