9055,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-03-21 00:00:00,63
2019-03-21 00:01:00,62
2019-03-21 00:02:00,72
2019-03-21 00:03:00,57
2019-03-21 00:04:00,65
2019-03-21 00:05:00,49
2019-03-21 00:06:00,45
2019-03-21 00:07:00,44
2019-03-21 00:08:00,65
2019-03-21 00:09:00,44
2019-03-21 00:10:00,47
2019-03-21 00:11:00,42
2019-03-21 00:12:00,55
2019-03-21 00:13:00,51
2019-03-21 00:14:00,53
2019-03-21 00:15:00,58
2019-03-21 00:16:00,45
2019-03-21 00:17:00,48
2019-03-21 00:18:00,56
2019-03-21 00:19:00,40
2019-03-21 00:20:00,46
2019-03-21 00:21:00,52
2019-03-21 00:22:00,47
2019-03-21 00:23:00,38
2019-03-21 00:24:00,46
2019-03-21 00:25:00,47
2019-03-21 00:26:00,40
2019-03-21 00:27:00,35
2019-03-21 00:28:00,36
2019-03-21 00:29:00,36
2019-03-21 00:30:00,43
2019-03-21 00:31:00,46
2019-03-21 00:32:00,33
2019-03-21 00:33:00,39
2019-03-21 00:34:00,52
2019-03-21 00:35:00,41
2019-03-21 00:36:00,40
2019-03-21 00:37:00,42
2019-03-21 00:38:00,48
2019-03-21 00:39:00,54
2019-03-21 00:40:00,46
2019-03-21 00:41:00,47
2019-03-21 00:42:00,50
2019-03-21 00:43:00,45
2019-03-21 00:44:00,47
2019-03-21 00:45:00,62
2019-03-21 00:46:00,60
2019-03-21 00:47:00,77
2019-03-21 00:48:00,81
2019-03-21 00:49:00,72
2019-03-21 00:50:00,98
2019-03-21 00:51:00,134
2019-03-21 00:52:00,103
2019-03-21 00:53:00,152
2019-03-21 00:54:00,138
2019-03-21 00:55:00,130
2019-03-21 00:56:00,124
2019-03-21 00:57:00,144
2019-03-21 00:58:00,126
2019-03-21 00:59:00,87
2019-03-21 01:00:00,67
2019-03-21 01:01:00,70
2019-03-21 01:02:00,53
2019-03-21 01:03:00,46
2019-03-21 01:04:00,34
2019-03-21 01:05:00,37
2019-03-21 01:06:00,33
2019-03-21 01:07:00,35
2019-03-21 01:08:00,34
2019-03-21 01:09:00,35
2019-03-21 01:10:00,33
2019-03-21 01:11:00,35
2019-03-21 01:12:00,34
2019-03-21 01:13:00,32
2019-03-21 01:14:00,26
2019-03-21 01:15:00,34
2019-03-21 01:16:00,33
2019-03-21 01:17:00,31
2019-03-21 01:18:00,33
2019-03-21 01:19:00,25
2019-03-21 01:20:00,37
2019-03-21 01:21:00,31
2019-03-21 01:22:00,34
2019-03-21 01:23:00,31
2019-03-21 01:24:00,31
2019-03-21 01:25:00,32
2019-03-21 01:26:00,29
2019-03-21 01:27:00,46
2019-03-21 01:28:00,33
2019-03-21 01:29:00,26
2019-03-21 01:30:00,40
2019-03-21 01:31:00,40
2019-03-21 01:32:00,37
2019-03-21 01:33:00,30
2019-03-21 01:34:00,31
2019-03-21 01:35:00,36
2019-03-21 01:36:00,27
2019-03-21 01:37:00,34
2019-03-21 01:38:00,25
2019-03-21 01:39:00,28
2019-03-21 01:40:00,37
2019-03-21 01:41:00,34
2019-03-21 01:42:00,29
2019-03-21 01:43:00,28
2019-03-21 01:44:00,30
2019-03-21 01:45:00,28
2019-03-21 01:46:00,30
2019-03-21 01:47:00,29
2019-03-21 01:48:00,27
2019-03-21 01:49:00,28
2019-03-21 01:50:00,31
2019-03-21 01:51:00,28
2019-03-21 01:52:00,37
2019-03-21 01:53:00,27
2019-03-21 01:54:00,31
2019-03-21 01:55:00,32
2019-03-21 01:56:00,30
2019-03-21 01:57:00,32
2019-03-21 01:58:00,35
2019-03-21 01:59:00,33
2019-03-21 02:00:00,32
2019-03-21 02:01:00,33
2019-03-21 02:02:00,34
2019-03-21 02:03:00,38
2019-03-21 02:04:00,49
2019-03-21 02:05:00,78
2019-03-21 02:06:00,118
2019-03-21 02:07:00,126
2019-03-21 02:08:00,121
2019-03-21 02:09:00,113
2019-03-21 02:10:00,132
2019-03-21 02:11:00,102
2019-03-21 02:12:00,59
2019-03-21 02:13:00,76
2019-03-21 02:14:00,73
2019-03-21 02:15:00,59
2019-03-21 02:16:00,53
2019-03-21 02:17:00,60
2019-03-21 02:18:00,56
2019-03-21 02:19:00,58
2019-03-21 02:20:00,60
2019-03-21 02:21:00,50
2019-03-21 02:22:00,69
2019-03-21 02:23:00,63
2019-03-21 02:24:00,54
2019-03-21 02:25:00,55
2019-03-21 02:26:00,56
2019-03-21 02:27:00,56
2019-03-21 02:28:00,68
2019-03-21 02:29:00,42
2019-03-21 02:30:00,62
2019-03-21 02:31:00,46
2019-03-21 02:32:00,52
2019-03-21 02:33:00,37
2019-03-21 02:34:00,38
2019-03-21 02:35:00,29
2019-03-21 02:36:00,31
2019-03-21 02:37:00,21
