2475,"SELECT p.specobjid, p.objid, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, s.z, p.psffwhm_z, p.psffwhm_i, p.psffwhm_r, p.psffwhm_g, p.psffwhm_u, p.expAB_z, p.expAB_i, p.expAB_r, p.expAB_g, p.expAB_u, p.expPhi_z, p.expPhi_i, p.expPhi_r, p.expPhi_g, p.expPhi_u, p.expRad_z, p.expRad_i, p.expRad_r, p.expRad_g, p.expRad_u, p.expFlux_z, p.expFlux_i, p.expFlux_r, p.expFlux_g, p.expFlux_u, p.expMag_z, p.expMag_i, p.expMag_r, p.expMag_g, p.expMag_u, p.petroRad_z, p.petroRad_i, p.petroRad_r, p.petroRad_g, p.petroRad_u, p.petroFlux_z, p.petroFlux_i, p.petroFlux_r, p.petroFlux_g, p.petroFlux_u, p.petroMag_z, p.petroMag_i, p.petroMag_r, p.petroMag_g, p.petroMag_u, p.petroR5#_z, p.petroR5#_i, p.petroR5#_r, p.petroR5#_g, p.petroR5#_u, p.rowc_z, p.rowc_i, p.rowc_r, p.rowc_g, p.rowc_u, p.colc_z, p.colc_i, p.colc_r, p.colc_g, p.colc_u, p.rowcErr_z, p.rowcErr_i, p.rowcErr_r, p.rowcErr_g, p.rowcErr_u, p.colcErr_z, p.colcErr_i, p.colcErr_r, p.colcErr_g, p.colcErr_u FROM PhotoPrimary AS p JOIN SpecPhoto AS s ON s.specobjid=p.specobjid WHERE p.specobjid = #"
2019-03-21 00:49:00,4
2019-03-21 00:50:00,3
2019-03-21 00:51:00,4
2019-03-21 00:52:00,4
2019-03-21 00:53:00,2
2019-03-21 00:54:00,2
2019-03-21 00:55:00,3
2019-03-21 00:56:00,2
2019-03-21 00:57:00,4
2019-03-21 00:58:00,2
2019-03-21 00:59:00,2
2019-03-21 01:00:00,2
2019-03-21 01:01:00,3
2019-03-21 01:02:00,3
2019-03-21 01:03:00,4
2019-03-21 01:04:00,3
2019-03-21 01:05:00,3
2019-03-21 01:06:00,2
2019-03-21 01:07:00,5
2019-03-21 01:08:00,5
2019-03-21 01:09:00,3
2019-03-21 01:10:00,2
2019-03-21 01:11:00,5
2019-03-21 01:12:00,4
2019-03-21 01:13:00,3
2019-03-21 01:14:00,3
2019-03-21 01:15:00,4
2019-03-21 01:16:00,3
2019-03-21 01:17:00,4
2019-03-21 01:18:00,5
2019-03-21 01:19:00,3
2019-03-21 01:20:00,4
2019-03-21 01:21:00,2
2019-03-21 01:22:00,1
2019-03-21 01:23:00,3
2019-03-21 01:24:00,4
2019-03-21 01:25:00,5
2019-03-21 01:26:00,3
2019-03-21 01:27:00,3
2019-03-21 01:28:00,2
2019-03-21 01:29:00,4
2019-03-21 01:30:00,3
2019-03-21 01:31:00,2
2019-03-21 01:32:00,4
2019-03-21 01:33:00,5
2019-03-21 01:34:00,3
2019-03-21 01:35:00,1
2019-03-21 01:36:00,4
2019-03-21 01:37:00,3
2019-03-21 01:38:00,3
2019-03-21 01:39:00,4
2019-03-21 01:40:00,5
2019-03-21 01:41:00,3
2019-03-21 01:42:00,3
2019-03-21 01:43:00,5
2019-03-21 01:44:00,2
2019-03-21 01:45:00,5
2019-03-21 01:46:00,3
2019-03-21 01:47:00,5
2019-03-21 01:48:00,3
2019-03-21 01:49:00,3
2019-03-21 01:50:00,2
2019-03-21 01:51:00,3
2019-03-21 01:52:00,3
2019-03-21 01:53:00,4
2019-03-21 01:54:00,3
2019-03-21 01:55:00,5
2019-03-21 01:56:00,2
2019-03-21 01:57:00,3
2019-03-21 01:58:00,5
2019-03-21 01:59:00,4
2019-03-21 02:00:00,3
2019-03-21 02:01:00,3
2019-03-21 02:02:00,3
2019-03-21 02:03:00,4
2019-03-21 02:04:00,4
2019-03-21 02:05:00,3
2019-03-21 02:06:00,3
2019-03-21 02:07:00,4
2019-03-21 02:08:00,2
2019-03-21 02:09:00,3
2019-03-21 02:10:00,2
2019-03-21 02:11:00,2
2019-03-21 02:12:00,3
2019-03-21 02:13:00,4
2019-03-21 02:14:00,4
2019-03-21 02:15:00,4
2019-03-21 02:16:00,1
2019-03-21 02:17:00,5
2019-03-21 02:18:00,3
2019-03-21 02:19:00,5
2019-03-21 02:20:00,5
2019-03-21 02:21:00,1
2019-03-21 02:22:00,3
2019-03-21 02:23:00,4
2019-03-21 02:24:00,1
2019-03-21 02:25:00,4
2019-03-21 02:26:00,2
2019-03-21 02:27:00,3
2019-03-21 02:28:00,4
2019-03-21 02:29:00,3
2019-03-21 02:30:00,1
2019-03-21 02:31:00,3
2019-03-21 02:32:00,3
2019-03-21 02:33:00,2
2019-03-21 02:34:00,5
2019-03-21 02:35:00,3
2019-03-21 02:36:00,4
2019-03-21 02:37:00,5
2019-03-21 02:38:00,3
2019-03-21 02:39:00,3
2019-03-21 02:40:00,4
2019-03-21 02:41:00,3
2019-03-21 02:42:00,5
2019-03-21 02:43:00,3
2019-03-21 02:44:00,5
2019-03-21 02:45:00,3
2019-03-21 02:46:00,3
2019-03-21 02:47:00,3
2019-03-21 02:48:00,4
2019-03-21 02:49:00,5
2019-03-21 02:50:00,2
2019-03-21 02:51:00,3
2019-03-21 02:52:00,4
2019-03-21 02:53:00,5
2019-03-21 02:54:00,4
2019-03-21 02:55:00,6
2019-03-21 02:56:00,4
2019-03-21 02:57:00,5
2019-03-21 02:58:00,3
2019-03-21 02:59:00,3
2019-03-21 03:00:00,4
2019-03-21 03:01:00,1
2019-03-21 03:02:00,4
2019-03-21 03:03:00,3
2019-03-21 03:04:00,5
2019-03-21 03:05:00,3
2019-03-21 03:06:00,2
2019-03-21 03:07:00,3
2019-03-21 03:08:00,4
2019-03-21 03:09:00,4
2019-03-21 03:10:00,3
2019-03-21 03:11:00,1
2019-03-21 03:12:00,3
2019-03-21 03:13:00,4
2019-03-21 03:14:00,5
2019-03-21 03:15:00,2
2019-03-21 03:16:00,3
2019-03-21 03:17:00,5
2019-03-21 03:18:00,4
2019-03-21 03:19:00,5
2019-03-21 03:20:00,2
2019-03-21 03:21:00,4
2019-03-21 03:22:00,3
2019-03-21 03:23:00,3
2019-03-21 03:24:00,4
2019-03-21 03:25:00,4
2019-03-21 03:26:00,5
2019-03-21 03:27:00,4
2019-03-21 03:28:00,3
2019-03-21 03:29:00,1
2019-03-21 03:30:00,3
2019-03-21 03:31:00,3
2019-03-21 03:32:00,6
2019-03-21 03:33:00,3
2019-03-21 03:34:00,5
2019-03-21 03:35:00,2
2019-03-21 03:36:00,5
2019-03-21 03:37:00,4
2019-03-21 03:38:00,5
2019-03-21 03:39:00,4
2019-03-21 03:40:00,4
2019-03-21 03:41:00,3
2019-03-21 03:42:00,2
2019-03-21 03:43:00,4
2019-03-21 03:44:00,4
2019-03-21 03:45:00,4
2019-03-21 03:46:00,4
2019-03-21 03:47:00,4
2019-03-21 03:48:00,2
2019-03-21 03:49:00,4
2019-03-21 03:50:00,4
2019-03-21 03:51:00,3
2019-03-21 03:52:00,4
2019-03-21 03:53:00,3
2019-03-21 03:54:00,3
2019-03-21 03:55:00,3
2019-03-21 03:56:00,2
2019-03-21 03:57:00,4
2019-03-21 03:58:00,3
2019-03-21 03:59:00,5
2019-03-21 04:00:00,2
2019-03-21 04:01:00,2
2019-03-21 04:02:00,2
2019-03-21 04:03:00,3
2019-03-21 04:04:00,4
2019-03-21 04:05:00,4
2019-03-21 04:06:00,4
2019-03-21 04:07:00,3
2019-03-21 04:08:00,4
2019-03-21 04:09:00,3
2019-03-21 04:10:00,4
2019-03-21 04:11:00,3
2019-03-21 04:12:00,5
2019-03-21 04:13:00,4
2019-03-21 04:14:00,4
2019-03-21 04:15:00,2
2019-03-21 04:16:00,1
2019-03-21 04:17:00,4
2019-03-21 04:18:00,5
2019-03-21 04:19:00,3
2019-03-21 04:20:00,2
2019-03-21 04:21:00,5
2019-03-21 04:22:00,4
2019-03-21 04:23:00,4
2019-03-21 04:24:00,3
2019-03-21 04:25:00,4
2019-03-21 04:26:00,3
2019-03-21 04:27:00,3
2019-03-21 04:28:00,5
2019-03-21 04:29:00,3
2019-03-21 04:30:00,3
2019-03-21 04:31:00,3
2019-03-21 04:32:00,5
2019-03-21 04:33:00,5
2019-03-21 04:34:00,1
2019-03-21 15:22:00,4
2019-03-21 15:23:00,3
2019-03-21 15:24:00,2
2019-03-21 15:25:00,2
2019-03-21 15:26:00,2
2019-03-21 15:27:00,2
2019-03-21 15:28:00,2
2019-03-21 15:29:00,2
2019-03-21 15:30:00,2
2019-03-21 15:31:00,3
2019-03-21 15:32:00,1
2019-03-21 15:33:00,2
2019-03-21 15:34:00,4
2019-03-21 15:35:00,3
2019-03-21 15:36:00,2
2019-03-21 15:37:00,3
2019-03-21 15:38:00,3
2019-03-21 15:39:00,4
2019-03-21 15:40:00,3
2019-03-21 15:41:00,4
2019-03-21 15:42:00,1
2019-03-21 15:43:00,4
2019-03-21 15:44:00,3
2019-03-21 15:45:00,2
2019-03-21 15:46:00,3
2019-03-21 15:47:00,2
2019-03-21 15:48:00,2
2019-03-21 15:49:00,2
2019-03-21 15:50:00,1
2019-03-21 15:51:00,4
2019-03-21 15:52:00,4
2019-03-21 15:53:00,3
2019-03-21 15:54:00,4
2019-03-21 15:55:00,3
2019-03-21 15:56:00,3
2019-03-21 15:57:00,2
2019-03-21 15:58:00,4
2019-03-21 15:59:00,3
2019-03-21 16:00:00,2
2019-03-21 16:01:00,2
2019-03-21 16:02:00,4
2019-03-21 16:03:00,3
2019-03-21 16:04:00,3
2019-03-21 16:05:00,1
2019-03-21 16:06:00,4
2019-03-21 16:07:00,3
2019-03-21 16:08:00,3
2019-03-21 16:10:00,2
2019-03-21 16:11:00,3
2019-03-21 16:12:00,2
2019-03-21 16:13:00,4
2019-03-21 16:14:00,2
2019-03-21 16:15:00,2
2019-03-21 16:16:00,3
2019-03-21 16:17:00,4
2019-03-21 16:18:00,5
2019-03-21 16:19:00,2
2019-03-21 16:20:00,3
2019-03-21 16:21:00,3
2019-03-21 16:22:00,3
2019-03-21 16:23:00,3
2019-03-21 16:24:00,3
2019-03-21 16:25:00,1
2019-03-21 16:26:00,3
2019-03-21 16:27:00,3
2019-03-21 16:29:00,2
2019-03-21 16:30:00,2
2019-03-21 16:31:00,3
2019-03-21 16:32:00,4
2019-03-21 16:33:00,2
2019-03-21 16:34:00,1
2019-03-21 16:35:00,2
2019-03-21 16:36:00,1
2019-03-21 16:37:00,2
2019-03-21 16:38:00,3
2019-03-21 16:39:00,3
2019-03-21 16:40:00,4
2019-03-21 16:41:00,1
2019-03-21 16:42:00,1
2019-03-21 16:43:00,3
2019-03-21 16:44:00,4
2019-03-21 16:45:00,3
2019-03-21 16:46:00,2
2019-03-21 16:47:00,2
2019-03-21 16:48:00,2
2019-03-21 16:49:00,3
2019-03-21 16:50:00,4
2019-03-21 16:51:00,2
2019-03-21 16:52:00,4
2019-03-21 16:53:00,2
2019-03-21 16:54:00,3
2019-03-21 16:55:00,3
2019-03-21 16:56:00,1
2019-03-21 16:57:00,3
2019-03-21 16:58:00,1
2019-03-21 16:59:00,1
2019-03-21 17:00:00,3
2019-03-21 17:01:00,3
2019-03-21 17:02:00,2
2019-03-21 17:03:00,2
2019-03-21 17:04:00,1
2019-03-21 17:06:00,4
2019-03-21 17:07:00,3
2019-03-21 17:08:00,2
2019-03-21 17:10:00,3
2019-03-21 17:11:00,3
2019-03-21 17:12:00,2
2019-03-21 17:13:00,3
2019-03-21 17:14:00,3
2019-03-21 17:15:00,1
2019-03-21 17:16:00,5
2019-03-21 17:17:00,4
2019-03-21 17:18:00,2
2019-03-21 17:19:00,4
2019-03-21 17:20:00,2
2019-03-21 17:21:00,1
2019-03-21 17:22:00,3
2019-03-21 17:23:00,3
2019-03-21 17:24:00,3
2019-03-21 17:25:00,2
2019-03-21 17:26:00,3
2019-03-21 17:27:00,3
2019-03-21 17:28:00,3
2019-03-21 17:29:00,1
2019-03-21 17:30:00,2
2019-03-21 17:31:00,3
2019-03-21 17:32:00,4
2019-03-21 17:33:00,2
2019-03-21 17:35:00,3
2019-03-21 17:36:00,2
2019-03-21 17:37:00,3
2019-03-21 17:38:00,3
2019-03-21 17:39:00,4
2019-03-21 17:40:00,3
2019-03-21 17:41:00,2
2019-03-21 17:42:00,4
2019-03-21 17:43:00,1
2019-03-21 17:44:00,2
2019-03-21 17:45:00,3
2019-03-21 17:46:00,5
2019-03-21 17:47:00,3
2019-03-21 17:48:00,3
2019-03-21 17:49:00,4
2019-03-21 17:50:00,3
2019-03-21 17:51:00,3
2019-03-21 17:52:00,5
2019-03-21 17:53:00,3
2019-03-21 17:54:00,3
2019-03-21 17:55:00,4
2019-03-21 17:56:00,5
2019-03-21 17:57:00,6
2019-03-21 17:58:00,3
2019-03-21 17:59:00,5
2019-03-21 18:00:00,3
2019-03-21 18:01:00,5
2019-03-21 18:02:00,3
2019-03-21 18:03:00,5
2019-03-21 18:04:00,4
2019-03-21 18:05:00,4
2019-03-21 18:06:00,4
2019-03-21 18:07:00,4
2019-03-21 18:08:00,5
2019-03-21 18:09:00,3
2019-03-21 18:10:00,4
2019-03-21 18:11:00,2
2019-03-21 18:12:00,1
2019-03-21 18:13:00,5
2019-03-21 18:14:00,3
2019-03-21 18:15:00,4
2019-03-21 18:16:00,3
2019-03-21 18:17:00,5
2019-03-21 18:18:00,3
2019-03-21 18:19:00,4
2019-03-21 18:20:00,3
2019-03-21 18:21:00,5
2019-03-21 18:23:00,3
2019-03-21 18:25:00,2
2019-03-21 18:26:00,4
2019-03-21 18:27:00,4
2019-03-21 18:28:00,3
2019-03-21 18:29:00,4
2019-03-21 18:30:00,4
2019-03-21 18:31:00,4
2019-03-21 18:32:00,4
2019-03-21 18:34:00,2
2019-03-21 18:35:00,3
2019-03-21 18:36:00,2
2019-03-21 18:37:00,1
2019-03-21 18:38:00,3
2019-03-21 18:39:00,4
2019-03-21 18:40:00,4
2019-03-21 18:41:00,3
2019-03-21 18:42:00,4
2019-03-21 18:43:00,5
2019-03-21 18:44:00,3
2019-03-21 18:45:00,4
2019-03-21 18:46:00,5
2019-03-21 18:47:00,5
2019-03-21 18:48:00,3
2019-03-21 18:49:00,3
2019-03-21 18:50:00,4
2019-03-21 18:51:00,4
2019-03-21 18:52:00,2
2019-03-21 18:53:00,3
2019-03-21 18:54:00,4
2019-03-21 18:55:00,4
2019-03-21 18:56:00,3
2019-03-21 18:57:00,6
2019-03-21 18:58:00,2
2019-03-21 18:59:00,4
2019-03-21 19:00:00,3
2019-03-21 19:01:00,2
2019-03-21 19:02:00,1
2019-03-21 19:03:00,5
2019-03-21 19:04:00,3
2019-03-21 19:05:00,2
2019-03-21 19:06:00,4
2019-03-21 19:07:00,3
2019-03-21 19:08:00,4
2019-03-21 19:09:00,5
2019-03-21 19:10:00,2
2019-03-21 19:11:00,2
2019-03-21 19:12:00,1
2019-03-21 19:14:00,3
2019-03-21 19:15:00,5
2019-03-21 19:16:00,2
2019-03-21 19:17:00,2
2019-03-21 19:18:00,2
2019-03-21 19:19:00,5
2019-03-21 19:20:00,2
2019-03-21 19:21:00,5
2019-03-21 19:22:00,3
2019-03-21 19:23:00,3
2019-03-21 19:24:00,3
2019-03-21 19:25:00,4
2019-03-21 19:26:00,2
2019-03-21 19:27:00,2
2019-03-21 19:28:00,4
2019-03-21 19:29:00,6
2019-03-21 19:30:00,2
2019-03-21 19:31:00,5
2019-03-21 19:32:00,4
2019-03-21 19:33:00,3
2019-03-21 19:34:00,2
2019-03-21 19:35:00,2
2019-03-21 19:36:00,3
2019-03-21 19:37:00,4
2019-03-21 19:38:00,3
2019-03-21 19:39:00,5
2019-03-21 19:40:00,3
2019-03-21 19:41:00,3
2019-03-21 19:42:00,3
2019-03-21 19:43:00,2
2019-03-21 19:44:00,4
2019-03-21 19:45:00,3
2019-03-21 19:46:00,2
2019-03-21 19:47:00,4
2019-03-21 19:48:00,3
2019-03-21 19:49:00,2
2019-03-21 19:50:00,4
2019-03-21 19:51:00,3
2019-03-21 19:52:00,3
2019-03-21 19:53:00,5
2019-03-21 19:54:00,4
2019-03-21 19:55:00,3
2019-03-21 19:56:00,1
2019-03-21 19:57:00,3
2019-03-21 19:58:00,5
2019-03-21 19:59:00,5
2019-03-21 20:00:00,5
2019-03-21 20:01:00,2
2019-03-21 20:02:00,2
2019-03-21 20:03:00,4
2019-03-21 20:04:00,2
2019-03-21 20:05:00,3
2019-03-21 20:06:00,2
2019-03-21 20:07:00,1
2019-03-21 20:08:00,1
2019-03-21 20:09:00,4
2019-03-21 20:10:00,2
2019-03-21 20:11:00,1
2019-03-21 20:12:00,4
2019-03-21 20:13:00,5
2019-03-21 20:15:00,4
2019-03-21 20:16:00,4
2019-03-21 20:17:00,3
2019-03-21 20:18:00,4
2019-03-21 20:19:00,3
2019-03-21 20:20:00,5
2019-03-21 20:21:00,5
2019-03-21 20:22:00,4
2019-03-21 20:23:00,4
2019-03-21 20:24:00,4
2019-03-21 20:25:00,3
2019-03-21 20:26:00,3
2019-03-21 20:27:00,6
2019-03-21 20:28:00,3
2019-03-21 20:29:00,4
2019-03-21 20:30:00,3
2019-03-21 20:31:00,2
2019-03-21 20:32:00,4
2019-03-21 20:33:00,3
2019-03-21 20:34:00,3
2019-03-21 20:35:00,4
2019-03-21 20:36:00,2
2019-03-21 20:37:00,4
2019-03-21 20:38:00,5
2019-03-21 20:39:00,4
2019-03-21 20:41:00,5
2019-03-21 20:42:00,1
2019-03-21 20:43:00,3
2019-03-21 20:44:00,3
2019-03-21 20:45:00,5
2019-03-21 20:46:00,3
2019-03-21 20:47:00,3
2019-03-21 20:48:00,1
2019-03-21 20:49:00,3
2019-03-21 20:50:00,2
2019-03-21 20:51:00,4
2019-03-21 20:52:00,2
2019-03-21 20:53:00,2
2019-03-21 20:54:00,4
2019-03-21 20:55:00,5
2019-03-21 20:56:00,2
2019-03-21 20:57:00,4
2019-03-21 20:58:00,3
2019-03-21 20:59:00,3
2019-03-21 21:00:00,4
2019-03-21 21:01:00,3
2019-03-21 21:02:00,2
2019-03-21 21:03:00,5
2019-03-21 21:04:00,3
2019-03-21 21:05:00,5
2019-03-21 21:06:00,3
2019-03-21 21:07:00,4
2019-03-21 21:08:00,3
2019-03-21 21:09:00,3
2019-03-21 21:10:00,3
2019-03-21 21:11:00,4
2019-03-21 21:12:00,3
2019-03-21 21:13:00,2
2019-03-21 21:14:00,4
2019-03-21 21:15:00,1
2019-03-21 21:16:00,3
2019-03-21 21:17:00,4
2019-03-21 21:18:00,2
2019-03-21 21:19:00,4
2019-03-21 21:20:00,3
2019-03-21 21:21:00,3
2019-03-21 21:22:00,5
2019-03-21 21:23:00,2
2019-03-21 21:24:00,2
2019-03-21 21:25:00,4
2019-03-21 21:26:00,4
2019-03-21 21:27:00,3
2019-03-21 21:28:00,3
2019-03-21 21:29:00,4
2019-03-21 21:30:00,3
2019-03-21 21:31:00,4
2019-03-21 21:32:00,5
2019-03-21 21:33:00,2
2019-03-21 21:34:00,3
2019-03-21 21:35:00,4
2019-03-21 21:36:00,3
2019-03-21 21:37:00,4
2019-03-21 21:38:00,3
2019-03-21 21:39:00,2
2019-03-21 21:40:00,3
2019-03-21 21:41:00,5
2019-03-21 21:42:00,2
2019-03-21 21:43:00,4
2019-03-21 21:44:00,2
2019-03-21 21:45:00,5
2019-03-21 21:46:00,3
2019-03-21 21:47:00,4
2019-03-21 21:48:00,4
2019-03-21 21:49:00,4
2019-03-21 21:50:00,4
2019-03-21 21:51:00,3
2019-03-21 21:52:00,3
2019-03-21 21:53:00,2
2019-03-21 21:54:00,3
2019-03-21 21:55:00,2
2019-03-21 21:56:00,3
2019-03-21 21:57:00,3
2019-03-21 21:58:00,4
2019-03-21 21:59:00,2
2019-03-21 22:00:00,3
2019-03-21 22:01:00,2
2019-03-21 22:02:00,4
2019-03-21 22:03:00,1
2019-03-21 22:04:00,4
2019-03-21 22:05:00,7
2019-03-21 22:06:00,3
2019-03-21 22:07:00,3
2019-03-21 22:08:00,1
2019-03-21 22:09:00,3
2019-03-21 22:10:00,3
2019-03-21 22:11:00,2
2019-03-21 22:12:00,1
2019-03-21 22:13:00,3
2019-03-21 22:14:00,4
2019-03-21 22:15:00,4
2019-03-21 22:16:00,4
2019-03-21 22:17:00,3
2019-03-21 22:18:00,4
2019-03-21 22:19:00,2
2019-03-21 22:20:00,2
2019-03-21 22:21:00,4
2019-03-21 22:22:00,3
2019-03-21 22:23:00,3
2019-03-21 22:24:00,2
2019-03-21 22:25:00,4
2019-03-21 22:26:00,2
2019-03-21 22:27:00,4
2019-03-21 22:28:00,4
2019-03-21 22:29:00,2
2019-03-21 22:30:00,3
2019-03-21 22:31:00,4
2019-03-21 22:32:00,4
2019-03-21 22:33:00,3
2019-03-21 22:34:00,5
2019-03-21 22:35:00,2
2019-03-21 22:36:00,5
2019-03-21 22:37:00,3
2019-03-21 22:38:00,2
2019-03-21 22:39:00,5
2019-03-21 22:40:00,4
2019-03-21 22:41:00,4
2019-03-21 22:42:00,2
2019-03-21 22:43:00,3
2019-03-21 22:44:00,5
2019-03-21 22:45:00,3
2019-03-21 22:46:00,5
2019-03-21 22:47:00,4
2019-03-21 22:48:00,2
2019-03-21 22:49:00,2
2019-03-21 22:50:00,3
2019-03-21 22:51:00,3
2019-03-21 22:52:00,3
2019-03-21 22:53:00,3
2019-03-21 22:54:00,4
2019-03-21 22:55:00,3
2019-03-21 22:56:00,4
2019-03-21 22:57:00,5
2019-03-21 22:58:00,2
2019-03-21 22:59:00,2
2019-03-21 23:00:00,4
2019-03-21 23:01:00,2
2019-03-21 23:03:00,4
2019-03-21 23:04:00,2
2019-03-21 23:06:00,1
2019-03-21 23:07:00,3
2019-03-21 23:08:00,2
2019-03-21 23:09:00,4
2019-03-21 23:10:00,2
2019-03-21 23:11:00,2
2019-03-21 23:12:00,3
2019-03-21 23:13:00,3
2019-03-21 23:14:00,4
2019-03-21 23:15:00,1
2019-03-21 23:16:00,1
2019-03-21 23:17:00,4
2019-03-21 23:18:00,4
2019-03-21 23:19:00,2
2019-03-21 23:20:00,1
2019-03-21 23:21:00,3
2019-03-21 23:22:00,1
2019-03-21 23:23:00,3
2019-03-21 23:24:00,2
2019-03-21 23:25:00,3
2019-03-21 23:26:00,2
2019-03-21 23:27:00,1
2019-03-21 23:28:00,2
2019-03-21 23:30:00,3
2019-03-21 23:31:00,3
2019-03-21 23:32:00,3
2019-03-21 23:33:00,2
2019-03-21 23:34:00,3
2019-03-21 23:35:00,3
2019-03-21 23:36:00,4
2019-03-21 23:37:00,2
2019-03-21 23:38:00,2
2019-03-21 23:39:00,3
2019-03-21 23:40:00,2
2019-03-21 23:41:00,2
2019-03-21 23:42:00,3
2019-03-21 23:43:00,4
2019-03-21 23:44:00,3
2019-03-21 23:45:00,3
2019-03-21 23:46:00,2
2019-03-21 23:47:00,3
2019-03-21 23:48:00,2
2019-03-21 23:49:00,4
2019-03-21 23:50:00,3
2019-03-21 23:51:00,3
2019-03-21 23:52:00,1
2019-03-21 23:53:00,2
2019-03-21 23:54:00,3
2019-03-21 23:55:00,1
2019-03-21 23:56:00,2
2019-03-21 23:57:00,2
2019-03-21 23:58:00,4
2019-03-21 23:59:00,2
