6,"select top # z,specobjid from specobj where class=&&& AND z between # AND #"
2019-03-21 18:26:00,1
2019-03-21 19:48:00,1
2019-03-21 19:52:00,1
2019-03-21 19:53:00,1
2019-03-21 19:55:00,1
2019-03-21 19:56:00,1
