1107,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-03-21 11:45:00,1
2019-03-21 11:46:00,2
2019-03-21 11:47:00,3
2019-03-21 11:48:00,1
2019-03-21 11:50:00,3
2019-03-21 11:56:00,10
2019-03-21 11:58:00,2
2019-03-21 11:59:00,2
2019-03-21 12:00:00,1
2019-03-21 12:04:00,10
2019-03-21 12:06:00,1
2019-03-21 12:07:00,3
2019-03-21 12:08:00,2
2019-03-21 12:09:00,2
2019-03-21 12:13:00,1
2019-03-21 12:14:00,9
2019-03-21 12:16:00,1
2019-03-21 12:17:00,2
2019-03-21 12:19:00,4
2019-03-21 12:20:00,1
2019-03-21 12:21:00,3
2019-03-21 12:22:00,2
2019-03-21 12:23:00,2
2019-03-21 12:24:00,1
2019-03-21 12:25:00,1
2019-03-21 12:26:00,2
2019-03-21 12:27:00,1
2019-03-21 12:28:00,2
2019-03-21 12:30:00,3
2019-03-21 12:32:00,4
2019-03-21 12:36:00,4
2019-03-21 12:37:00,4
2019-03-21 12:38:00,1
2019-03-21 12:39:00,2
2019-03-21 12:43:00,4
2019-03-21 12:44:00,1
2019-03-21 12:45:00,1
2019-03-21 12:46:00,3
2019-03-21 12:47:00,1
2019-03-21 12:54:00,3
2019-03-21 12:58:00,2
2019-03-21 12:59:00,8
2019-03-21 13:03:00,4
2019-03-21 13:04:00,6
2019-03-21 13:08:00,8
2019-03-21 13:09:00,2
2019-03-21 13:11:00,2
2019-03-21 13:13:00,3
2019-03-21 13:14:00,3
2019-03-21 13:15:00,2
2019-03-21 13:17:00,4
2019-03-21 13:22:00,10
2019-03-21 13:31:00,10
2019-03-21 13:33:00,2
2019-03-21 13:36:00,5
2019-03-21 13:40:00,4
2019-03-21 13:41:00,1
2019-03-21 13:42:00,2
2019-03-21 13:43:00,1
2019-03-21 13:44:00,3
2019-03-21 13:45:00,1
2019-03-21 13:46:00,2
2019-03-21 13:54:00,4
2019-03-21 13:57:00,1
2019-03-21 13:58:00,8
2019-03-21 13:59:00,1
2019-03-21 14:00:00,1
2019-03-21 14:01:00,1
2019-03-21 14:06:00,2
2019-03-21 14:10:00,2
2019-03-21 14:11:00,8
2019-03-21 14:13:00,1
2019-03-21 14:14:00,4
2019-03-21 14:16:00,2
2019-03-21 14:17:00,2
2019-03-21 14:19:00,3
2019-03-21 14:20:00,2
2019-03-21 14:24:00,5
2019-03-21 14:25:00,5
2019-03-21 14:33:00,8
2019-03-21 14:35:00,2
2019-03-21 14:37:00,3
