104,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-03-22 01:04:00,4
2019-03-22 01:06:00,3
2019-03-22 01:07:00,1
2019-03-22 01:11:00,4
2019-03-22 01:13:00,6
2019-03-22 01:15:00,4
2019-03-22 01:20:00,4
2019-03-22 01:22:00,4
2019-03-22 01:32:00,2
2019-03-22 01:33:00,4
2019-03-22 01:37:00,4
2019-03-22 01:41:00,4
2019-03-22 01:45:00,4
2019-03-22 01:48:00,2
2019-03-22 01:49:00,2
2019-03-22 01:50:00,4
2019-03-22 01:51:00,4
2019-03-22 01:52:00,3
2019-03-22 01:53:00,1
2019-03-22 01:56:00,4
2019-03-22 01:57:00,4
2019-03-22 01:58:00,4
2019-03-22 01:59:00,4
2019-03-22 02:00:00,4
2019-03-22 02:02:00,4
2019-03-22 02:04:00,4
2019-03-22 02:05:00,4
2019-03-22 02:08:00,6
2019-03-22 02:09:00,2
