919,"SELECT p.specobjid, p.objid, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, s.z, p.psffwhm_z, p.psffwhm_i, p.psffwhm_r, p.psffwhm_g, p.psffwhm_u, p.expAB_z, p.expAB_i, p.expAB_r, p.expAB_g, p.expAB_u, p.expPhi_z, p.expPhi_i, p.expPhi_r, p.expPhi_g, p.expPhi_u, p.expRad_z, p.expRad_i, p.expRad_r, p.expRad_g, p.expRad_u, p.expFlux_z, p.expFlux_i, p.expFlux_r, p.expFlux_g, p.expFlux_u, p.expMag_z, p.expMag_i, p.expMag_r, p.expMag_g, p.expMag_u, p.petroRad_z, p.petroRad_i, p.petroRad_r, p.petroRad_g, p.petroRad_u, p.petroFlux_z, p.petroFlux_i, p.petroFlux_r, p.petroFlux_g, p.petroFlux_u, p.petroMag_z, p.petroMag_i, p.petroMag_r, p.petroMag_g, p.petroMag_u, p.petroR5#_z, p.petroR5#_i, p.petroR5#_r, p.petroR5#_g, p.petroR5#_u, p.rowc_z, p.rowc_i, p.rowc_r, p.rowc_g, p.rowc_u, p.colc_z, p.colc_i, p.colc_r, p.colc_g, p.colc_u, p.rowcErr_z, p.rowcErr_i, p.rowcErr_r, p.rowcErr_g, p.rowcErr_u, p.colcErr_z, p.colcErr_i, p.colcErr_r, p.colcErr_g, p.colcErr_u FROM PhotoPrimary AS p JOIN SpecPhoto AS s ON s.specobjid=p.specobjid WHERE p.specobjid = #"
2019-03-22 00:00:00,3
2019-03-22 00:01:00,3
2019-03-22 00:02:00,1
2019-03-22 00:03:00,2
2019-03-22 00:04:00,2
2019-03-22 00:05:00,1
2019-03-22 00:06:00,2
2019-03-22 00:07:00,3
2019-03-22 00:08:00,2
2019-03-22 00:09:00,1
2019-03-22 00:10:00,1
2019-03-22 00:11:00,4
2019-03-22 00:12:00,2
2019-03-22 00:13:00,3
2019-03-22 00:14:00,2
2019-03-22 00:15:00,3
2019-03-22 00:16:00,3
2019-03-22 00:17:00,2
2019-03-22 00:18:00,3
2019-03-22 00:19:00,2
2019-03-22 00:20:00,3
2019-03-22 00:21:00,6
2019-03-22 00:22:00,3
2019-03-22 00:23:00,4
2019-03-22 00:24:00,2
2019-03-22 00:25:00,3
2019-03-22 00:26:00,3
2019-03-22 00:27:00,1
2019-03-22 00:28:00,2
2019-03-22 00:29:00,2
2019-03-22 00:30:00,2
2019-03-22 00:31:00,2
2019-03-22 00:32:00,3
2019-03-22 00:33:00,2
2019-03-22 00:34:00,2
2019-03-22 00:35:00,3
2019-03-22 00:36:00,1
2019-03-22 00:37:00,2
2019-03-22 00:38:00,3
2019-03-22 00:39:00,2
2019-03-22 00:40:00,1
2019-03-22 00:41:00,2
2019-03-22 00:42:00,2
2019-03-22 00:43:00,4
2019-03-22 00:44:00,3
2019-03-22 00:45:00,3
2019-03-22 00:46:00,1
2019-03-22 00:47:00,1
2019-03-22 00:48:00,1
2019-03-22 00:49:00,2
2019-03-22 00:50:00,2
2019-03-22 00:51:00,4
2019-03-22 00:52:00,1
2019-03-22 00:53:00,3
2019-03-22 00:54:00,2
2019-03-22 00:55:00,2
2019-03-22 00:56:00,1
2019-03-22 00:57:00,4
2019-03-22 00:58:00,1
2019-03-22 00:59:00,4
2019-03-22 01:00:00,3
2019-03-22 01:01:00,2
2019-03-22 01:02:00,1
2019-03-22 01:03:00,2
2019-03-22 01:04:00,2
2019-03-22 01:05:00,3
2019-03-22 01:06:00,1
2019-03-22 01:07:00,4
2019-03-22 01:08:00,3
2019-03-22 01:09:00,2
2019-03-22 01:10:00,2
2019-03-22 01:11:00,3
2019-03-22 01:12:00,2
2019-03-22 01:13:00,2
2019-03-22 01:14:00,4
2019-03-22 01:15:00,4
2019-03-22 01:16:00,3
2019-03-22 01:17:00,3
2019-03-22 01:18:00,3
2019-03-22 01:19:00,4
2019-03-22 01:20:00,1
2019-03-22 01:21:00,3
2019-03-22 01:22:00,3
2019-03-22 01:23:00,2
2019-03-22 01:24:00,5
2019-03-22 01:25:00,5
2019-03-22 01:26:00,2
2019-03-22 01:27:00,2
2019-03-22 01:28:00,3
2019-03-22 01:29:00,4
2019-03-22 01:30:00,2
2019-03-22 01:31:00,4
2019-03-22 01:32:00,2
2019-03-22 01:33:00,4
2019-03-22 01:34:00,3
2019-03-22 01:35:00,1
2019-03-22 01:36:00,4
2019-03-22 01:37:00,3
2019-03-22 01:38:00,2
2019-03-22 01:39:00,3
2019-03-22 01:40:00,3
2019-03-22 01:42:00,3
2019-03-22 01:43:00,4
2019-03-22 01:44:00,4
2019-03-22 01:45:00,3
2019-03-22 01:46:00,4
2019-03-22 01:47:00,1
2019-03-22 01:48:00,1
2019-03-22 01:49:00,4
2019-03-22 01:50:00,3
2019-03-22 01:51:00,3
2019-03-22 01:52:00,2
2019-03-22 01:53:00,5
2019-03-22 01:54:00,2
2019-03-22 01:55:00,4
2019-03-22 01:56:00,3
2019-03-22 01:57:00,3
2019-03-22 01:58:00,4
2019-03-22 01:59:00,2
2019-03-22 02:00:00,3
2019-03-22 02:01:00,2
2019-03-22 02:02:00,1
2019-03-22 02:03:00,1
2019-03-22 02:04:00,1
2019-03-22 02:05:00,2
2019-03-22 02:06:00,2
2019-03-22 02:07:00,3
2019-03-22 02:08:00,3
2019-03-22 02:09:00,3
2019-03-22 02:10:00,1
2019-03-22 02:11:00,4
2019-03-22 02:12:00,4
2019-03-22 02:13:00,4
2019-03-22 02:14:00,3
2019-03-22 02:15:00,3
2019-03-22 02:16:00,3
2019-03-22 02:17:00,3
2019-03-22 02:18:00,1
2019-03-22 02:19:00,5
2019-03-22 02:20:00,2
2019-03-22 02:21:00,4
2019-03-22 02:22:00,3
2019-03-22 02:23:00,4
2019-03-22 02:24:00,1
2019-03-22 02:25:00,3
2019-03-22 02:26:00,3
2019-03-22 02:27:00,3
2019-03-22 02:28:00,3
2019-03-22 02:29:00,4
2019-03-22 02:30:00,2
2019-03-22 02:31:00,4
2019-03-22 02:32:00,3
2019-03-22 02:33:00,2
2019-03-22 02:34:00,4
2019-03-22 02:35:00,5
2019-03-22 02:36:00,4
2019-03-22 02:37:00,2
2019-03-22 02:38:00,3
2019-03-22 02:39:00,2
2019-03-22 02:40:00,3
2019-03-22 02:41:00,3
2019-03-22 02:42:00,3
2019-03-22 02:43:00,4
2019-03-22 02:44:00,4
2019-03-22 02:45:00,4
2019-03-22 02:46:00,2
2019-03-22 02:47:00,3
2019-03-22 02:48:00,4
2019-03-22 02:49:00,4
2019-03-22 02:50:00,2
2019-03-22 02:51:00,4
2019-03-22 02:52:00,3
2019-03-22 02:53:00,2
2019-03-22 02:54:00,2
2019-03-22 02:55:00,3
2019-03-22 02:56:00,2
2019-03-22 02:57:00,6
2019-03-22 02:58:00,3
2019-03-22 02:59:00,2
2019-03-22 03:00:00,3
2019-03-22 03:01:00,2
2019-03-22 03:02:00,3
2019-03-22 03:03:00,2
2019-03-22 03:04:00,4
2019-03-22 03:05:00,5
