919,"SELECT p.specobjid, p.objid, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, s.z, p.psffwhm_z, p.psffwhm_i, p.psffwhm_r, p.psffwhm_g, p.psffwhm_u, p.expAB_z, p.expAB_i, p.expAB_r, p.expAB_g, p.expAB_u, p.expPhi_z, p.expPhi_i, p.expPhi_r, p.expPhi_g, p.expPhi_u, p.expRad_z, p.expRad_i, p.expRad_r, p.expRad_g, p.expRad_u, p.expFlux_z, p.expFlux_i, p.expFlux_r, p.expFlux_g, p.expFlux_u, p.expMag_z, p.expMag_i, p.expMag_r, p.expMag_g, p.expMag_u, p.petroRad_z, p.petroRad_i, p.petroRad_r, p.petroRad_g, p.petroRad_u, p.petroFlux_z, p.petroFlux_i, p.petroFlux_r, p.petroFlux_g, p.petroFlux_u, p.petroMag_z, p.petroMag_i, p.petroMag_r, p.petroMag_g, p.petroMag_u, p.petroR5#_z, p.petroR5#_i, p.petroR5#_r, p.petroR5#_g, p.petroR5#_u, p.rowc_z, p.rowc_i, p.rowc_r, p.rowc_g, p.rowc_u, p.colc_z, p.colc_i, p.colc_r, p.colc_g, p.colc_u, p.rowcErr_z, p.rowcErr_i, p.rowcErr_r, p.rowcErr_g, p.rowcErr_u, p.colcErr_z, p.colcErr_i, p.colcErr_r, p.colcErr_g, p.colcErr_u FROM PhotoPrimary AS p JOIN SpecPhoto AS s ON s.specobjid=p.specobjid WHERE p.specobjid = #"
2019-03-22 03:06:00,3
2019-03-22 03:07:00,3
2019-03-22 03:08:00,2
2019-03-22 03:09:00,5
2019-03-22 03:10:00,4
2019-03-22 03:11:00,3
2019-03-22 03:12:00,3
2019-03-22 03:13:00,2
2019-03-22 03:14:00,4
2019-03-22 03:15:00,4
2019-03-22 03:16:00,3
2019-03-22 03:17:00,4
2019-03-22 03:18:00,4
2019-03-22 03:19:00,5
2019-03-22 03:20:00,4
2019-03-22 03:21:00,2
2019-03-22 03:22:00,2
2019-03-22 03:23:00,3
2019-03-22 03:24:00,2
2019-03-22 03:25:00,4
2019-03-22 03:26:00,5
2019-03-22 03:27:00,5
2019-03-22 03:28:00,5
2019-03-22 03:29:00,4
2019-03-22 03:30:00,1
2019-03-22 03:31:00,4
2019-03-22 03:32:00,4
2019-03-22 03:33:00,3
2019-03-22 03:34:00,2
2019-03-22 03:35:00,4
2019-03-22 03:36:00,6
2019-03-22 03:37:00,2
2019-03-22 03:38:00,4
2019-03-22 03:39:00,3
2019-03-22 03:40:00,3
2019-03-22 03:41:00,3
2019-03-22 03:42:00,1
2019-03-22 03:43:00,3
2019-03-22 03:44:00,4
2019-03-22 03:45:00,1
2019-03-22 03:46:00,2
2019-03-22 03:47:00,3
2019-03-22 03:48:00,2
2019-03-22 03:49:00,1
2019-03-22 03:50:00,4
2019-03-22 03:51:00,3
2019-03-22 03:52:00,3
2019-03-22 03:53:00,3
2019-03-22 03:54:00,3
2019-03-22 03:55:00,2
2019-03-22 03:56:00,3
2019-03-22 03:57:00,6
2019-03-22 03:58:00,4
2019-03-22 03:59:00,1
2019-03-22 04:00:00,3
2019-03-22 04:01:00,3
2019-03-22 04:02:00,4
2019-03-22 04:03:00,5
2019-03-22 04:04:00,2
2019-03-22 04:05:00,3
2019-03-22 04:06:00,3
2019-03-22 04:07:00,4
2019-03-22 04:08:00,4
2019-03-22 04:09:00,3
2019-03-22 04:10:00,4
2019-03-22 04:11:00,1
2019-03-22 04:13:00,4
2019-03-22 04:14:00,2
2019-03-22 04:15:00,3
2019-03-22 04:16:00,3
2019-03-22 04:17:00,3
2019-03-22 04:18:00,3
2019-03-22 04:19:00,3
2019-03-22 04:20:00,3
2019-03-22 04:21:00,3
2019-03-22 04:22:00,3
2019-03-22 04:23:00,6
2019-03-22 04:24:00,1
2019-03-22 04:25:00,3
2019-03-22 04:26:00,4
2019-03-22 04:27:00,3
2019-03-22 04:28:00,3
2019-03-22 04:29:00,2
2019-03-22 04:30:00,2
2019-03-22 04:31:00,5
2019-03-22 04:32:00,4
2019-03-22 04:33:00,4
2019-03-22 04:34:00,4
2019-03-22 04:35:00,3
2019-03-22 04:36:00,2
2019-03-22 04:37:00,1
2019-03-22 04:38:00,1
2019-03-22 04:39:00,4
2019-03-22 04:40:00,2
2019-03-22 04:41:00,4
2019-03-22 04:42:00,4
2019-03-22 04:43:00,3
2019-03-22 04:44:00,3
2019-03-22 04:45:00,3
2019-03-22 04:46:00,3
2019-03-22 04:47:00,2
2019-03-22 04:48:00,2
2019-03-22 04:49:00,2
2019-03-22 04:50:00,3
2019-03-22 04:51:00,2
2019-03-22 04:52:00,3
2019-03-22 04:53:00,3
2019-03-22 04:54:00,5
2019-03-22 04:55:00,3
2019-03-22 04:56:00,3
2019-03-22 04:57:00,4
2019-03-22 04:58:00,2
2019-03-22 04:59:00,3
2019-03-22 05:00:00,4
2019-03-22 05:01:00,4
2019-03-22 05:02:00,3
2019-03-22 05:03:00,2
2019-03-22 05:04:00,5
2019-03-22 05:05:00,2
2019-03-22 05:06:00,5
2019-03-22 05:07:00,3
2019-03-22 05:08:00,3
2019-03-22 05:09:00,3
2019-03-22 05:10:00,2
2019-03-22 05:11:00,2
2019-03-22 05:12:00,1
2019-03-22 05:13:00,3
2019-03-22 05:14:00,1
2019-03-22 05:15:00,3
2019-03-22 05:16:00,1
2019-03-22 05:17:00,1
2019-03-22 05:18:00,3
2019-03-22 05:19:00,4
2019-03-22 05:20:00,4
2019-03-22 05:21:00,3
