161,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-03-22 00:06:00,2
2019-03-22 00:07:00,1
2019-03-22 00:12:00,1
2019-03-22 00:13:00,1
2019-03-22 00:17:00,1
2019-03-22 00:18:00,1
2019-03-22 00:19:00,1
2019-03-22 00:20:00,1
2019-03-22 00:21:00,1
2019-03-22 00:25:00,1
2019-03-22 00:26:00,1
2019-03-22 00:27:00,1
2019-03-22 00:36:00,1
2019-03-22 00:46:00,1
2019-03-22 00:55:00,1
2019-03-22 01:04:00,1
2019-03-22 01:05:00,1
2019-03-22 01:07:00,1
2019-03-22 01:11:00,1
2019-03-22 01:16:00,1
2019-03-22 01:41:00,1
2019-03-22 02:55:00,1
2019-03-22 02:56:00,1
2019-03-22 03:00:00,1
2019-03-22 03:03:00,1
2019-03-22 03:08:00,1
2019-03-22 03:09:00,1
2019-03-22 04:54:00,2
2019-03-22 04:55:00,1
2019-03-22 04:56:00,1
2019-03-22 05:04:00,1
2019-03-22 05:08:00,1
2019-03-22 05:11:00,1
2019-03-22 05:20:00,1
2019-03-22 05:30:00,1
2019-03-22 05:39:00,1
2019-03-22 05:49:00,1
2019-03-22 05:58:00,1
2019-03-22 06:17:00,1
2019-03-22 06:27:00,1
2019-03-22 06:36:00,1
2019-03-22 06:38:00,1
2019-03-22 06:46:00,1
2019-03-22 06:49:00,1
2019-03-22 06:55:00,1
2019-03-22 07:05:00,1
2019-03-22 07:14:00,1
2019-03-22 07:21:00,1
2019-03-22 07:24:00,1
2019-03-22 07:26:00,2
2019-03-22 07:27:00,1
2019-03-22 07:28:00,1
2019-03-22 07:31:00,1
2019-03-22 07:32:00,1
2019-03-22 07:33:00,2
2019-03-22 07:34:00,2
2019-03-22 07:37:00,1
2019-03-22 07:38:00,1
2019-03-22 07:39:00,1
2019-03-22 07:42:00,1
2019-03-22 07:51:00,1
2019-03-22 07:52:00,1
2019-03-22 08:02:00,1
2019-03-22 08:11:00,1
2019-03-22 08:21:00,1
2019-03-22 08:30:00,1
2019-03-22 08:39:00,1
2019-03-22 08:46:00,1
2019-03-22 08:49:00,1
2019-03-22 08:58:00,1
2019-03-22 09:08:00,1
2019-03-22 09:17:00,1
2019-03-22 09:27:00,1
2019-03-22 09:37:00,1
2019-03-22 09:46:00,1
2019-03-22 09:54:00,1
2019-03-22 10:05:00,1
2019-03-22 10:14:00,1
2019-03-22 10:23:00,1
2019-03-22 10:33:00,3
2019-03-22 10:35:00,1
2019-03-22 10:37:00,2
2019-03-22 10:41:00,1
2019-03-22 10:42:00,1
2019-03-22 10:43:00,1
2019-03-22 10:44:00,1
2019-03-22 10:45:00,1
2019-03-22 10:46:00,1
2019-03-22 10:47:00,1
2019-03-22 10:51:00,3
2019-03-22 10:52:00,1
2019-03-22 11:11:00,1
2019-03-22 11:20:00,1
2019-03-22 11:49:00,1
2019-03-22 12:26:00,1
2019-03-22 12:36:00,1
2019-03-22 14:34:00,1
2019-03-22 15:05:00,1
2019-03-22 16:08:00,1
2019-03-22 16:11:00,1
2019-03-22 16:47:00,1
2019-03-22 16:51:00,1
2019-03-22 17:18:00,1
2019-03-22 17:33:00,1
2019-03-22 17:37:00,1
2019-03-22 17:48:00,1
2019-03-22 17:49:00,1
2019-03-22 18:35:00,2
2019-03-22 18:37:00,1
2019-03-22 18:46:00,1
2019-03-22 18:49:00,1
2019-03-22 18:50:00,1
2019-03-22 18:56:00,1
2019-03-22 18:57:00,1
2019-03-22 18:58:00,1
2019-03-22 20:20:00,1
2019-03-22 20:29:00,1
2019-03-22 20:39:00,1
2019-03-22 20:58:00,1
2019-03-22 21:07:00,1
2019-03-22 21:17:00,1
2019-03-22 21:19:00,1
2019-03-22 21:26:00,1
2019-03-22 21:36:00,1
2019-03-22 21:40:00,1
2019-03-22 21:43:00,2
2019-03-22 21:44:00,1
2019-03-22 21:45:00,1
2019-03-22 21:47:00,1
2019-03-22 21:48:00,1
2019-03-22 21:49:00,2
2019-03-22 21:52:00,1
2019-03-22 21:55:00,2
2019-03-22 22:04:00,1
2019-03-22 22:13:00,1
2019-03-22 22:15:00,1
2019-03-22 22:32:00,1
2019-03-22 22:42:00,1
2019-03-22 22:51:00,1
2019-03-22 23:01:00,1
2019-03-22 23:10:00,1
2019-03-22 23:20:00,1
2019-03-22 23:40:00,1
2019-03-22 23:42:00,2
2019-03-22 23:46:00,1
2019-03-22 23:47:00,1
