4,"SELECT STR(z,#,#) z, ra, dec FROM SpecObj&##; WHERE specClass=# AND dec BETWEEN # AND # AND ra BETWEEN # AND # AND z BETWEEN # AND #"
2019-03-22 01:09:00,1
2019-03-22 01:11:00,1
2019-03-22 01:13:00,1
2019-03-22 01:26:00,1
