172,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-03-22 08:20:00,2
2019-03-22 08:22:00,2
2019-03-22 08:23:00,2
2019-03-22 08:25:00,2
2019-03-22 09:02:00,2
2019-03-22 09:03:00,2
2019-03-22 09:04:00,2
2019-03-22 09:06:00,2
2019-03-22 09:31:00,2
2019-03-22 09:32:00,2
2019-03-22 09:33:00,2
2019-03-22 09:35:00,2
2019-03-22 10:00:00,2
2019-03-22 10:01:00,2
2019-03-22 10:02:00,2
2019-03-22 10:04:00,2
2019-03-22 10:27:00,2
2019-03-22 10:28:00,2
2019-03-22 10:29:00,2
2019-03-22 10:31:00,2
2019-03-22 10:41:00,2
2019-03-22 10:42:00,4
2019-03-22 10:43:00,1
2019-03-22 10:44:00,4
2019-03-22 10:45:00,1
2019-03-22 10:46:00,2
2019-03-22 10:51:00,2
2019-03-22 10:52:00,2
2019-03-22 10:53:00,2
2019-03-22 10:55:00,2
2019-03-22 11:20:00,2
2019-03-22 11:21:00,2
2019-03-22 11:22:00,2
2019-03-22 11:24:00,2
2019-03-22 11:44:00,2
2019-03-22 11:45:00,2
2019-03-22 11:46:00,2
2019-03-22 11:48:00,2
2019-03-22 12:08:00,2
2019-03-22 12:09:00,2
2019-03-22 12:10:00,2
2019-03-22 12:12:00,2
2019-03-22 12:46:00,2
2019-03-22 12:47:00,2
2019-03-22 12:48:00,2
2019-03-22 12:50:00,2
2019-03-22 13:10:00,2
2019-03-22 13:11:00,2
2019-03-22 13:12:00,2
2019-03-22 13:14:00,2
2019-03-22 13:49:00,2
2019-03-22 13:51:00,2
2019-03-22 13:52:00,2
2019-03-22 13:55:00,2
2019-03-22 14:38:00,2
2019-03-22 14:39:00,2
2019-03-22 14:40:00,2
2019-03-22 14:42:00,2
2019-03-22 15:03:00,2
2019-03-22 15:04:00,2
2019-03-22 15:05:00,2
2019-03-22 15:06:00,2
2019-03-22 15:27:00,2
2019-03-22 15:28:00,2
2019-03-22 15:29:00,2
2019-03-22 15:31:00,2
2019-03-22 16:04:00,2
2019-03-22 16:07:00,4
2019-03-22 16:08:00,2
2019-03-22 16:09:00,2
2019-03-22 16:10:00,2
2019-03-22 16:11:00,2
2019-03-22 16:29:00,2
2019-03-22 16:30:00,2
2019-03-22 16:31:00,2
2019-03-22 16:32:00,2
2019-03-22 19:50:00,2
2019-03-22 19:55:00,2
2019-03-22 20:00:00,2
2019-03-22 20:04:00,2
2019-03-22 23:47:00,2
2019-03-22 23:48:00,2
2019-03-22 23:49:00,2
2019-03-22 23:51:00,2
