1334,"SELECT  &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-08-28 00:04:00,1
2019-08-28 00:06:00,3
2019-08-28 00:08:00,5
2019-08-28 00:14:00,1
2019-08-28 00:16:00,4
2019-08-28 00:18:00,5
2019-08-28 00:24:00,1
2019-08-28 00:26:00,3
2019-08-28 00:28:00,5
2019-08-28 00:34:00,1
2019-08-28 00:36:00,3
2019-08-28 00:38:00,5
2019-08-28 00:44:00,1
2019-08-28 00:46:00,3
2019-08-28 00:48:00,5
2019-08-28 00:54:00,1
2019-08-28 00:56:00,3
2019-08-28 00:58:00,5
2019-08-28 01:04:00,1
2019-08-28 01:06:00,3
2019-08-28 01:08:00,5
2019-08-28 01:14:00,1
2019-08-28 01:16:00,3
2019-08-28 01:18:00,5
2019-08-28 01:24:00,1
2019-08-28 01:26:00,3
2019-08-28 01:28:00,5
2019-08-28 01:34:00,1
2019-08-28 01:36:00,3
2019-08-28 01:38:00,5
2019-08-28 01:44:00,1
2019-08-28 01:46:00,3
2019-08-28 01:48:00,5
2019-08-28 01:54:00,1
2019-08-28 01:56:00,3
2019-08-28 01:58:00,5
2019-08-28 02:04:00,1
2019-08-28 02:06:00,3
2019-08-28 02:08:00,5
2019-08-28 02:14:00,1
2019-08-28 02:16:00,3
2019-08-28 02:18:00,5
2019-08-28 02:24:00,1
2019-08-28 02:26:00,3
2019-08-28 02:28:00,5
2019-08-28 02:34:00,1
2019-08-28 02:36:00,3
2019-08-28 02:38:00,5
2019-08-28 02:44:00,1
2019-08-28 02:46:00,3
2019-08-28 02:48:00,5
2019-08-28 02:54:00,1
2019-08-28 02:56:00,3
2019-08-28 02:58:00,5
2019-08-28 03:04:00,1
2019-08-28 03:06:00,3
2019-08-28 03:08:00,5
2019-08-28 03:14:00,1
2019-08-28 03:16:00,3
2019-08-28 03:18:00,5
2019-08-28 03:24:00,1
2019-08-28 03:26:00,3
2019-08-28 03:28:00,6
2019-08-28 03:34:00,1
2019-08-28 03:36:00,3
2019-08-28 03:38:00,5
2019-08-28 03:44:00,1
2019-08-28 03:46:00,3
2019-08-28 03:48:00,5
2019-08-28 03:54:00,1
2019-08-28 03:56:00,3
2019-08-28 03:58:00,7
2019-08-28 04:04:00,1
2019-08-28 04:06:00,3
2019-08-28 04:08:00,5
2019-08-28 04:14:00,1
2019-08-28 04:16:00,3
2019-08-28 04:18:00,5
2019-08-28 04:24:00,1
2019-08-28 04:26:00,3
2019-08-28 04:28:00,5
2019-08-28 04:35:00,1
2019-08-28 04:36:00,3
2019-08-28 04:38:00,7
2019-08-28 04:45:00,1
2019-08-28 04:46:00,3
2019-08-28 04:48:00,5
2019-08-28 04:55:00,1
2019-08-28 04:56:00,3
2019-08-28 04:58:00,5
2019-08-28 05:05:00,1
2019-08-28 05:06:00,3
2019-08-28 05:08:00,5
2019-08-28 05:15:00,1
2019-08-28 05:16:00,3
2019-08-28 05:18:00,5
2019-08-28 05:25:00,1
2019-08-28 05:26:00,3
2019-08-28 05:28:00,5
2019-08-28 05:35:00,1
2019-08-28 05:36:00,3
2019-08-28 05:38:00,5
2019-08-28 05:45:00,1
2019-08-28 05:46:00,3
2019-08-28 05:48:00,5
2019-08-28 05:55:00,1
2019-08-28 05:56:00,3
2019-08-28 05:58:00,5
2019-08-28 06:05:00,1
2019-08-28 06:06:00,3
2019-08-28 06:08:00,5
2019-08-28 06:15:00,1
2019-08-28 06:16:00,3
2019-08-28 06:18:00,5
2019-08-28 06:25:00,1
2019-08-28 06:26:00,3
2019-08-28 06:28:00,5
2019-08-28 06:35:00,1
2019-08-28 06:36:00,3
2019-08-28 06:38:00,5
2019-08-28 06:45:00,1
2019-08-28 06:46:00,3
2019-08-28 06:48:00,5
2019-08-28 06:55:00,1
2019-08-28 06:56:00,3
2019-08-28 06:58:00,5
2019-08-28 07:05:00,1
2019-08-28 07:06:00,3
2019-08-28 07:08:00,5
2019-08-28 07:15:00,1
2019-08-28 07:17:00,3
2019-08-28 07:18:00,5
2019-08-28 07:25:00,1
2019-08-28 07:27:00,3
2019-08-28 07:28:00,5
2019-08-28 07:35:00,1
2019-08-28 07:37:00,3
2019-08-28 07:38:00,5
2019-08-28 07:45:00,1
2019-08-28 07:47:00,3
2019-08-28 07:48:00,5
2019-08-28 07:55:00,1
2019-08-28 07:57:00,3
2019-08-28 07:58:00,5
2019-08-28 08:05:00,1
2019-08-28 08:07:00,3
2019-08-28 08:08:00,5
2019-08-28 08:15:00,1
2019-08-28 08:17:00,3
2019-08-28 08:18:00,5
2019-08-28 08:25:00,1
2019-08-28 08:27:00,3
2019-08-28 08:28:00,5
2019-08-28 08:35:00,1
2019-08-28 08:37:00,3
2019-08-28 08:38:00,5
2019-08-28 08:45:00,1
2019-08-28 08:47:00,3
2019-08-28 08:48:00,5
2019-08-28 08:55:00,1
2019-08-28 08:57:00,3
2019-08-28 08:58:00,6
2019-08-28 09:05:00,1
2019-08-28 09:07:00,3
2019-08-28 09:08:00,5
2019-08-28 09:15:00,1
2019-08-28 09:17:00,3
2019-08-28 09:18:00,5
2019-08-28 09:25:00,1
2019-08-28 09:27:00,3
2019-08-28 09:28:00,5
2019-08-28 09:35:00,1
2019-08-28 09:37:00,3
2019-08-28 09:38:00,5
2019-08-28 09:45:00,1
2019-08-28 09:47:00,3
2019-08-28 09:48:00,5
2019-08-28 09:55:00,1
2019-08-28 09:57:00,3
2019-08-28 09:58:00,5
2019-08-28 10:05:00,1
2019-08-28 10:07:00,3
2019-08-28 10:08:00,5
2019-08-28 10:15:00,1
2019-08-28 10:17:00,3
2019-08-28 10:18:00,5
2019-08-28 10:25:00,1
2019-08-28 10:27:00,3
2019-08-28 10:28:00,5
2019-08-28 10:35:00,1
2019-08-28 10:37:00,3
2019-08-28 10:38:00,5
2019-08-28 10:45:00,1
2019-08-28 10:47:00,3
2019-08-28 10:48:00,7
2019-08-28 10:55:00,1
2019-08-28 10:57:00,3
2019-08-28 10:58:00,7
2019-08-28 11:05:00,1
2019-08-28 11:07:00,3
2019-08-28 11:08:00,5
2019-08-28 11:15:00,1
2019-08-28 11:17:00,3
2019-08-28 11:18:00,6
2019-08-28 11:25:00,1
2019-08-28 11:27:00,3
2019-08-28 11:28:00,6
2019-08-28 11:35:00,1
2019-08-28 11:37:00,3
2019-08-28 11:38:00,5
2019-08-28 11:45:00,1
2019-08-28 11:47:00,3
2019-08-28 11:48:00,5
2019-08-28 11:55:00,1
2019-08-28 11:57:00,3
2019-08-28 11:58:00,5
2019-08-28 12:05:00,1
2019-08-28 12:07:00,3
2019-08-28 12:08:00,5
2019-08-28 12:15:00,1
2019-08-28 12:17:00,3
2019-08-28 12:18:00,6
2019-08-28 12:25:00,1
2019-08-28 12:27:00,3
2019-08-28 12:28:00,7
2019-08-28 12:35:00,1
2019-08-28 12:37:00,3
2019-08-28 12:38:00,5
2019-08-28 12:45:00,1
2019-08-28 12:47:00,3
2019-08-28 12:48:00,5
2019-08-28 12:55:00,1
2019-08-28 12:57:00,3
2019-08-28 12:58:00,5
2019-08-28 13:05:00,1
2019-08-28 13:07:00,3
2019-08-28 13:08:00,6
2019-08-28 13:15:00,1
2019-08-28 13:17:00,3
2019-08-28 13:18:00,6
2019-08-28 13:25:00,1
2019-08-28 13:27:00,3
2019-08-28 13:28:00,5
2019-08-28 13:35:00,1
2019-08-28 13:37:00,3
2019-08-28 13:38:00,5
2019-08-28 13:45:00,1
2019-08-28 13:47:00,3
2019-08-28 13:48:00,5
2019-08-28 13:55:00,1
2019-08-28 13:57:00,3
2019-08-28 13:58:00,5
2019-08-28 14:05:00,1
2019-08-28 14:07:00,3
2019-08-28 14:08:00,5
2019-08-28 14:15:00,1
2019-08-28 14:17:00,3
2019-08-28 14:18:00,5
2019-08-28 14:25:00,1
2019-08-28 14:27:00,3
2019-08-28 14:28:00,5
2019-08-28 14:35:00,1
2019-08-28 14:37:00,3
2019-08-28 14:38:00,5
2019-08-28 14:45:00,1
2019-08-28 14:47:00,3
2019-08-28 14:48:00,5
2019-08-28 14:55:00,1
2019-08-28 14:57:00,4
2019-08-28 14:58:00,5
2019-08-28 14:59:00,4
2019-08-28 15:00:00,5
2019-08-28 15:01:00,1
2019-08-28 15:09:00,3
2019-08-28 15:10:00,5
2019-08-28 15:11:00,4
2019-08-28 15:12:00,5
2019-08-28 15:13:00,4
2019-08-28 15:14:00,5
2019-08-28 15:23:00,4
2019-08-28 15:24:00,5
2019-08-28 15:33:00,4
2019-08-28 15:34:00,5
2019-08-28 15:43:00,4
2019-08-28 15:44:00,5
2019-08-28 15:53:00,4
2019-08-28 15:54:00,5
2019-08-28 16:03:00,4
2019-08-28 16:04:00,5
2019-08-28 16:13:00,4
2019-08-28 16:14:00,5
2019-08-28 16:23:00,4
2019-08-28 16:24:00,5
2019-08-28 16:33:00,4
2019-08-28 16:34:00,5
2019-08-28 16:43:00,4
2019-08-28 16:44:00,5
2019-08-28 16:53:00,4
2019-08-28 16:54:00,5
2019-08-28 17:03:00,4
2019-08-28 17:04:00,5
2019-08-28 17:13:00,4
2019-08-28 17:14:00,5
2019-08-28 17:23:00,4
2019-08-28 17:24:00,5
2019-08-28 17:33:00,4
2019-08-28 17:34:00,5
2019-08-28 17:43:00,4
2019-08-28 17:44:00,6
2019-08-28 17:53:00,4
2019-08-28 17:54:00,5
2019-08-28 18:03:00,4
2019-08-28 18:04:00,5
2019-08-28 18:13:00,4
2019-08-28 18:14:00,5
2019-08-28 18:23:00,4
2019-08-28 18:24:00,5
2019-08-28 18:33:00,4
2019-08-28 18:34:00,5
2019-08-28 18:43:00,4
2019-08-28 18:44:00,5
2019-08-28 18:53:00,4
2019-08-28 18:54:00,5
2019-08-28 19:03:00,4
2019-08-28 19:04:00,5
2019-08-28 19:13:00,4
2019-08-28 19:14:00,5
2019-08-28 19:23:00,4
2019-08-28 19:24:00,5
2019-08-28 19:33:00,4
2019-08-28 19:34:00,5
2019-08-28 19:43:00,4
2019-08-28 19:44:00,5
2019-08-28 19:53:00,4
2019-08-28 19:54:00,5
2019-08-28 20:03:00,4
2019-08-28 20:04:00,5
2019-08-28 20:13:00,4
2019-08-28 20:14:00,5
2019-08-28 20:23:00,4
2019-08-28 20:24:00,5
2019-08-28 20:33:00,4
2019-08-28 20:34:00,5
2019-08-28 20:43:00,4
2019-08-28 20:44:00,5
2019-08-28 20:53:00,4
2019-08-28 20:54:00,5
2019-08-28 21:03:00,4
2019-08-28 21:04:00,5
2019-08-28 21:13:00,4
2019-08-28 21:14:00,5
2019-08-28 21:23:00,4
2019-08-28 21:24:00,5
2019-08-28 21:33:00,4
2019-08-28 21:34:00,5
2019-08-28 21:43:00,4
2019-08-28 21:44:00,5
2019-08-28 21:53:00,4
2019-08-28 21:54:00,5
2019-08-28 22:03:00,4
2019-08-28 22:04:00,5
2019-08-28 22:13:00,4
2019-08-28 22:14:00,5
2019-08-28 22:23:00,4
2019-08-28 22:24:00,5
2019-08-28 22:33:00,4
2019-08-28 22:34:00,5
2019-08-28 22:43:00,4
2019-08-28 22:44:00,5
2019-08-28 22:53:00,4
2019-08-28 22:54:00,5
2019-08-28 23:03:00,4
2019-08-28 23:04:00,5
2019-08-28 23:13:00,4
2019-08-28 23:14:00,5
2019-08-28 23:23:00,4
2019-08-28 23:24:00,5
2019-08-28 23:33:00,4
2019-08-28 23:34:00,5
2019-08-28 23:43:00,4
2019-08-28 23:44:00,5
2019-08-28 23:53:00,4
2019-08-28 23:54:00,5
