101,select * from galSpecLine where specObjId=#
2019-08-28 00:33:00,1
2019-08-28 01:58:00,1
2019-08-28 02:36:00,10
2019-08-28 02:37:00,9
2019-08-28 07:04:00,1
2019-08-28 08:45:00,1
2019-08-28 08:47:00,1
2019-08-28 09:11:00,1
2019-08-28 09:17:00,18
2019-08-28 10:32:00,1
2019-08-28 12:01:00,1
2019-08-28 13:31:00,1
2019-08-28 17:40:00,1
2019-08-28 18:35:00,4
2019-08-28 18:36:00,8
2019-08-28 18:37:00,9
2019-08-28 18:38:00,6
2019-08-28 18:39:00,1
2019-08-28 19:07:00,10
2019-08-28 19:08:00,15
2019-08-28 20:09:00,1
