64,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-08-28 00:00:00,1
2019-08-28 00:03:00,1
2019-08-28 00:05:00,1
2019-08-28 00:07:00,1
2019-08-28 00:10:00,1
2019-08-28 00:14:00,1
2019-08-28 00:16:00,1
2019-08-28 00:27:00,1
2019-08-28 00:32:00,1
2019-08-28 00:47:00,1
2019-08-28 00:52:00,1
2019-08-28 01:01:00,1
2019-08-28 01:06:00,1
2019-08-28 01:13:00,1
2019-08-28 01:22:00,1
2019-08-28 01:42:00,1
2019-08-28 02:01:00,1
2019-08-28 02:09:00,1
2019-08-28 02:34:00,1
2019-08-28 02:45:00,1
2019-08-28 02:47:00,1
2019-08-28 02:54:00,1
2019-08-28 02:57:00,1
2019-08-28 03:10:00,1
2019-08-28 05:47:00,1
2019-08-28 06:42:00,1
2019-08-28 06:45:00,1
2019-08-28 06:49:00,1
2019-08-28 07:01:00,1
2019-08-28 07:19:00,1
2019-08-28 07:22:00,1
2019-08-28 07:45:00,1
2019-08-28 07:51:00,1
2019-08-28 07:57:00,1
2019-08-28 08:00:00,1
2019-08-28 08:16:00,1
2019-08-28 08:23:00,1
2019-08-28 08:44:00,1
2019-08-28 09:09:00,1
2019-08-28 09:58:00,1
2019-08-28 10:03:00,1
2019-08-28 10:40:00,1
2019-08-28 10:49:00,1
2019-08-28 10:51:00,1
2019-08-28 11:50:00,1
2019-08-28 12:01:00,1
2019-08-28 12:05:00,1
2019-08-28 12:55:00,1
2019-08-28 13:20:00,1
2019-08-28 13:32:00,1
2019-08-28 13:49:00,1
2019-08-28 14:07:00,1
2019-08-28 14:19:00,1
2019-08-28 14:21:00,1
2019-08-28 14:23:00,1
2019-08-28 14:24:00,1
2019-08-28 14:26:00,1
2019-08-28 16:14:00,1
2019-08-28 16:33:00,1
2019-08-28 16:41:00,1
2019-08-28 17:41:00,1
2019-08-28 20:00:00,1
2019-08-28 20:10:00,1
2019-08-28 23:14:00,1
