24,"select p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid=s.bestobjid and (p.g BETWEEN # AND #) and s.z BETWEEN # AND #"
2019-08-28 18:33:00,1
2019-08-28 19:10:00,1
2019-08-28 19:14:00,1
2019-08-28 20:29:00,1
2019-08-28 20:36:00,1
2019-08-28 20:42:00,1
2019-08-28 20:49:00,1
2019-08-28 20:59:00,1
2019-08-28 21:04:00,1
2019-08-28 21:07:00,1
2019-08-28 21:13:00,1
2019-08-28 21:17:00,1
2019-08-28 22:02:00,1
2019-08-28 22:40:00,1
2019-08-28 22:49:00,1
2019-08-28 22:57:00,1
2019-08-28 23:08:00,1
2019-08-28 23:11:00,1
2019-08-28 23:15:00,1
2019-08-28 23:18:00,1
2019-08-28 23:29:00,1
2019-08-28 23:32:00,1
2019-08-28 23:36:00,1
2019-08-28 23:38:00,1
