126,select distinct parent from DBViewCols where viewname=&&&
2019-08-28 01:39:00,1
2019-08-28 02:45:00,1
2019-08-28 02:56:00,2
2019-08-28 02:57:00,3
2019-08-28 02:58:00,4
2019-08-28 02:59:00,3
2019-08-28 03:02:00,1
2019-08-28 05:22:00,1
2019-08-28 06:05:00,1
2019-08-28 06:10:00,1
2019-08-28 06:25:00,1
2019-08-28 06:36:00,1
2019-08-28 06:47:00,1
2019-08-28 06:48:00,4
2019-08-28 06:49:00,2
2019-08-28 06:50:00,2
2019-08-28 06:51:00,2
2019-08-28 06:53:00,2
2019-08-28 07:48:00,1
2019-08-28 07:58:00,1
2019-08-28 07:59:00,1
2019-08-28 08:30:00,1
2019-08-28 08:31:00,1
2019-08-28 08:37:00,1
2019-08-28 08:48:00,2
2019-08-28 09:00:00,1
2019-08-28 09:42:00,1
2019-08-28 09:56:00,1
2019-08-28 10:49:00,1
2019-08-28 12:19:00,2
2019-08-28 13:02:00,1
2019-08-28 13:08:00,1
2019-08-28 13:09:00,3
2019-08-28 13:10:00,1
2019-08-28 13:12:00,3
2019-08-28 13:13:00,1
2019-08-28 13:14:00,1
2019-08-28 13:15:00,1
2019-08-28 13:18:00,1
2019-08-28 14:26:00,1
2019-08-28 14:42:00,1
2019-08-28 15:17:00,1
2019-08-28 15:20:00,1
2019-08-28 15:21:00,2
2019-08-28 15:40:00,1
2019-08-28 15:59:00,1
2019-08-28 16:14:00,1
2019-08-28 16:31:00,4
2019-08-28 16:32:00,1
2019-08-28 18:54:00,1
2019-08-28 18:56:00,1
2019-08-28 19:12:00,8
2019-08-28 19:13:00,9
2019-08-28 19:14:00,7
2019-08-28 19:15:00,9
2019-08-28 19:16:00,5
2019-08-28 19:17:00,3
2019-08-28 19:26:00,1
2019-08-28 19:58:00,1
2019-08-28 20:15:00,1
2019-08-28 20:19:00,1
2019-08-28 21:27:00,1
2019-08-28 22:20:00,1
2019-08-28 22:26:00,1
2019-08-28 22:28:00,1
2019-08-28 22:49:00,1
