177,select * from sppLines where specObjId=#
2019-08-28 00:33:00,1
2019-08-28 00:35:00,1
2019-08-28 02:37:00,19
2019-08-28 02:38:00,20
2019-08-28 04:34:00,1
2019-08-28 08:42:00,1
2019-08-28 09:10:00,4
2019-08-28 09:17:00,10
2019-08-28 09:18:00,36
2019-08-28 09:19:00,20
2019-08-28 10:11:00,1
2019-08-28 12:12:00,1
2019-08-28 13:31:00,1
2019-08-28 13:32:00,2
2019-08-28 14:55:00,1
2019-08-28 18:39:00,10
2019-08-28 18:40:00,11
2019-08-28 18:41:00,8
2019-08-28 18:42:00,11
2019-08-28 18:43:00,7
2019-08-28 18:44:00,7
2019-08-28 19:01:00,1
2019-08-28 21:40:00,1
2019-08-28 21:45:00,1
2019-08-28 22:59:00,1
