998,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=# AND s.mjd=# AND s.fiberid=#)"
2019-08-28 14:36:00,1
2019-08-28 14:38:00,4
2019-08-28 14:39:00,5
2019-08-28 14:40:00,16
2019-08-28 14:41:00,15
2019-08-28 14:42:00,16
2019-08-28 14:43:00,19
2019-08-28 14:44:00,16
2019-08-28 14:45:00,18
2019-08-28 14:46:00,18
2019-08-28 14:47:00,16
2019-08-28 14:48:00,15
2019-08-28 14:49:00,16
2019-08-28 14:50:00,16
2019-08-28 14:51:00,15
2019-08-28 14:52:00,17
2019-08-28 14:53:00,16
2019-08-28 14:54:00,14
2019-08-28 14:55:00,16
2019-08-28 14:56:00,16
2019-08-28 14:57:00,18
2019-08-28 14:58:00,17
2019-08-28 14:59:00,15
2019-08-28 15:00:00,15
2019-08-28 15:01:00,17
2019-08-28 15:02:00,20
2019-08-28 15:03:00,20
2019-08-28 15:04:00,20
2019-08-28 15:05:00,18
2019-08-28 15:06:00,17
2019-08-28 15:07:00,18
2019-08-28 15:08:00,18
2019-08-28 15:09:00,18
2019-08-28 15:10:00,17
2019-08-28 15:11:00,18
2019-08-28 15:12:00,16
2019-08-28 15:13:00,18
2019-08-28 15:14:00,18
2019-08-28 15:15:00,16
2019-08-28 15:16:00,18
2019-08-28 15:17:00,17
2019-08-28 15:18:00,18
2019-08-28 15:19:00,15
2019-08-28 15:20:00,19
2019-08-28 15:21:00,18
2019-08-28 15:22:00,17
2019-08-28 15:23:00,17
2019-08-28 15:24:00,16
2019-08-28 15:25:00,14
2019-08-28 15:26:00,14
2019-08-28 15:27:00,16
2019-08-28 15:28:00,17
2019-08-28 15:29:00,13
2019-08-28 15:30:00,14
2019-08-28 15:31:00,15
2019-08-28 15:32:00,17
2019-08-28 15:33:00,16
2019-08-28 15:34:00,15
2019-08-28 15:35:00,19
2019-08-28 15:36:00,15
2019-08-28 15:37:00,13
2019-08-28 15:38:00,14
2019-08-28 15:39:00,12
