69,"select P.objID, P.ra, P.dec , P.u, P.g, P.r, P.i, P.z, P.type from PhotoPrimary as P , dbo.fGetNearbyObjEq(#, #, # ) N where P.objID = N.objID"
2019-08-28 05:16:00,1
2019-08-28 05:19:00,2
2019-08-28 05:20:00,1
2019-08-28 05:30:00,1
2019-08-28 05:37:00,1
2019-08-28 05:39:00,2
2019-08-28 05:55:00,1
2019-08-28 05:56:00,1
2019-08-28 05:58:00,1
2019-08-28 05:59:00,1
2019-08-28 06:01:00,1
2019-08-28 06:02:00,3
2019-08-28 06:03:00,6
2019-08-28 06:04:00,5
2019-08-28 06:05:00,2
2019-08-28 06:06:00,1
2019-08-28 06:07:00,7
2019-08-28 06:08:00,4
2019-08-28 06:09:00,5
2019-08-28 06:10:00,5
2019-08-28 06:11:00,3
2019-08-28 06:12:00,3
2019-08-28 06:13:00,4
2019-08-28 06:14:00,4
2019-08-28 06:15:00,4
