20,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-01-13 01:20:00,1
2019-01-13 01:41:00,1
2019-01-13 01:44:00,1
2019-01-13 04:30:00,1
2019-01-13 07:37:00,1
2019-01-13 07:53:00,4
2019-01-13 07:54:00,2
2019-01-13 07:55:00,1
2019-01-13 07:56:00,1
2019-01-13 07:57:00,1
2019-01-13 15:23:00,4
2019-01-13 16:22:00,1
2019-01-13 16:24:00,1
