28,select * from Photoz2 where objid=#
2019-01-13 07:45:00,1
2019-01-13 07:47:00,1
2019-01-13 07:53:00,1
2019-01-13 14:34:00,1
2019-01-13 14:38:00,1
2019-01-13 14:39:00,1
2019-01-13 14:40:00,3
2019-01-13 14:41:00,1
2019-01-13 14:45:00,1
2019-01-13 14:46:00,1
2019-01-13 14:48:00,1
2019-01-13 14:51:00,1
2019-01-13 14:52:00,2
2019-01-13 14:54:00,1
2019-01-13 14:56:00,1
2019-01-13 14:58:00,1
2019-01-13 14:59:00,1
2019-01-13 15:01:00,1
2019-01-13 15:07:00,1
2019-01-13 15:08:00,1
2019-01-13 15:10:00,1
2019-01-13 15:11:00,1
2019-01-13 15:13:00,1
2019-01-13 15:20:00,1
2019-01-13 22:24:00,1
