1820,"select name, type from DBObjects where type=&&& and access=&&& and name NOT IN (&&&, &&&) order by name"
2019-01-13 00:10:00,3
2019-01-13 00:24:00,3
2019-01-13 00:44:00,3
2019-01-13 00:46:00,3
2019-01-13 00:57:00,3
2019-01-13 01:10:00,3
2019-01-13 01:11:00,3
2019-01-13 01:23:00,3
2019-01-13 01:51:00,3
2019-01-13 02:04:00,3
2019-01-13 02:09:00,3
2019-01-13 02:14:00,3
2019-01-13 02:15:00,3
2019-01-13 02:39:00,3
2019-01-13 02:42:00,3
2019-01-13 02:51:00,3
2019-01-13 02:56:00,3
2019-01-13 03:09:00,1
2019-01-13 03:17:00,6
2019-01-13 03:19:00,3
2019-01-13 03:36:00,33
2019-01-13 03:37:00,69
2019-01-13 03:38:00,72
2019-01-13 03:39:00,79
2019-01-13 03:40:00,67
2019-01-13 03:41:00,75
2019-01-13 03:42:00,69
2019-01-13 03:43:00,30
2019-01-13 04:14:00,3
2019-01-13 04:16:00,3
2019-01-13 04:21:00,3
2019-01-13 04:27:00,3
2019-01-13 05:50:00,3
2019-01-13 05:59:00,3
2019-01-13 06:18:00,3
2019-01-13 06:22:00,6
2019-01-13 06:23:00,3
2019-01-13 06:26:00,3
2019-01-13 06:31:00,3
2019-01-13 06:47:00,3
2019-01-13 07:01:00,3
2019-01-13 07:03:00,3
2019-01-13 07:19:00,3
2019-01-13 07:21:00,3
2019-01-13 07:22:00,3
2019-01-13 07:23:00,21
2019-01-13 07:24:00,24
2019-01-13 07:25:00,18
2019-01-13 07:27:00,24
2019-01-13 07:28:00,27
2019-01-13 07:29:00,12
2019-01-13 07:30:00,21
2019-01-13 07:31:00,24
2019-01-13 07:32:00,27
2019-01-13 07:33:00,30
2019-01-13 07:34:00,12
2019-01-13 07:35:00,21
2019-01-13 07:36:00,30
2019-01-13 07:37:00,6
2019-01-13 07:38:00,18
2019-01-13 07:39:00,26
2019-01-13 07:40:00,16
2019-01-13 07:41:00,15
2019-01-13 07:42:00,24
2019-01-13 07:55:00,3
2019-01-13 08:12:00,1
2019-01-13 08:20:00,3
2019-01-13 08:32:00,30
2019-01-13 08:33:00,48
2019-01-13 08:34:00,45
2019-01-13 08:35:00,39
2019-01-13 08:36:00,9
2019-01-13 08:41:00,3
2019-01-13 08:51:00,1
2019-01-13 09:05:00,6
2019-01-13 09:27:00,3
2019-01-13 09:35:00,3
2019-01-13 09:39:00,3
2019-01-13 09:43:00,3
2019-01-13 09:48:00,3
2019-01-13 09:49:00,6
2019-01-13 09:58:00,3
2019-01-13 10:23:00,1
2019-01-13 10:33:00,3
2019-01-13 10:38:00,3
2019-01-13 10:45:00,3
2019-01-13 11:02:00,3
2019-01-13 11:13:00,3
2019-01-13 11:14:00,3
2019-01-13 11:32:00,3
2019-01-13 11:33:00,30
2019-01-13 11:34:00,30
2019-01-13 11:35:00,44
2019-01-13 11:36:00,37
2019-01-13 11:37:00,36
2019-01-13 11:43:00,3
2019-01-13 11:53:00,27
2019-01-13 11:54:00,39
2019-01-13 11:55:00,42
2019-01-13 11:56:00,24
2019-01-13 11:57:00,24
2019-01-13 11:58:00,24
2019-01-13 12:02:00,15
2019-01-13 12:03:00,3
2019-01-13 12:10:00,3
2019-01-13 12:42:00,3
2019-01-13 12:49:00,6
2019-01-13 13:07:00,3
2019-01-13 13:18:00,3
2019-01-13 13:23:00,3
2019-01-13 13:26:00,3
2019-01-13 13:34:00,3
2019-01-13 13:39:00,3
2019-01-13 13:49:00,3
2019-01-13 14:03:00,3
2019-01-13 14:08:00,3
2019-01-13 14:13:00,4
2019-01-13 14:27:00,3
2019-01-13 14:32:00,3
2019-01-13 14:45:00,3
2019-01-13 14:55:00,3
2019-01-13 14:57:00,6
2019-01-13 15:03:00,3
2019-01-13 15:08:00,3
2019-01-13 15:11:00,3
2019-01-13 15:13:00,3
2019-01-13 15:18:00,6
2019-01-13 15:25:00,3
2019-01-13 15:37:00,3
2019-01-13 15:45:00,3
2019-01-13 16:13:00,3
2019-01-13 16:28:00,3
2019-01-13 16:29:00,6
2019-01-13 16:39:00,3
2019-01-13 16:57:00,3
2019-01-13 17:26:00,3
2019-01-13 17:33:00,3
2019-01-13 17:36:00,3
2019-01-13 17:37:00,3
2019-01-13 17:45:00,3
2019-01-13 17:58:00,3
2019-01-13 18:15:00,3
2019-01-13 18:29:00,3
2019-01-13 18:31:00,3
2019-01-13 19:29:00,3
2019-01-13 19:50:00,3
2019-01-13 19:52:00,3
2019-01-13 19:56:00,3
2019-01-13 20:19:00,3
2019-01-13 21:11:00,3
2019-01-13 21:20:00,3
2019-01-13 21:36:00,3
2019-01-13 21:39:00,3
2019-01-13 21:44:00,3
2019-01-13 21:49:00,3
2019-01-13 21:51:00,3
2019-01-13 22:01:00,3
2019-01-13 22:14:00,4
2019-01-13 22:42:00,3
2019-01-13 22:50:00,3
2019-01-13 22:51:00,3
2019-01-13 22:59:00,3
2019-01-13 23:10:00,3
2019-01-13 23:11:00,3
2019-01-13 23:24:00,3
2019-01-13 23:26:00,3
2019-01-13 23:58:00,3
