2,"SELECT    objID,    ra,    dec,    psfMag_u,    psfMag_g,    psfMag_r,    psfMag_i,    psfMag_z into mydb.MyTable_# from SpecPhotoAll WHERE   class=&&&"
2019-01-13 04:09:00,1
2019-01-13 04:28:00,1
