13,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-01-13 00:43:00,1
2019-01-13 00:53:00,1
2019-01-13 01:09:00,1
2019-01-13 01:19:00,1
2019-01-13 01:27:00,1
2019-01-13 01:53:00,1
2019-01-13 02:19:00,1
2019-01-13 11:35:00,1
2019-01-13 11:36:00,1
2019-01-13 11:38:00,2
2019-01-13 21:05:00,1
2019-01-13 21:59:00,1
