102,select * from fDocFunctionParams(&&&)
2019-02-03 02:49:00,1
2019-02-03 03:10:00,1
2019-02-03 03:11:00,1
2019-02-03 03:12:00,1
2019-02-03 03:14:00,3
2019-02-03 03:15:00,1
2019-02-03 03:20:00,1
2019-02-03 03:23:00,13
2019-02-03 03:37:00,1
2019-02-03 04:53:00,1
2019-02-03 06:51:00,1
2019-02-03 08:48:00,1
2019-02-03 09:31:00,2
2019-02-03 09:33:00,2
2019-02-03 09:42:00,1
2019-02-03 09:57:00,2
2019-02-03 09:59:00,1
2019-02-03 10:00:00,1
2019-02-03 10:01:00,1
2019-02-03 10:02:00,2
2019-02-03 10:03:00,2
2019-02-03 10:04:00,1
2019-02-03 10:05:00,2
2019-02-03 10:06:00,1
2019-02-03 10:07:00,2
2019-02-03 10:08:00,1
2019-02-03 10:10:00,1
2019-02-03 10:11:00,1
2019-02-03 10:12:00,2
2019-02-03 10:25:00,1
2019-02-03 10:26:00,1
2019-02-03 10:29:00,1
2019-02-03 10:37:00,1
2019-02-03 10:39:00,1
2019-02-03 10:53:00,1
2019-02-03 11:27:00,1
2019-02-03 12:20:00,1
2019-02-03 12:32:00,1
2019-02-03 12:56:00,1
2019-02-03 13:00:00,1
2019-02-03 13:48:00,1
2019-02-03 13:49:00,2
2019-02-03 13:50:00,2
2019-02-03 13:51:00,2
2019-02-03 13:52:00,2
2019-02-03 13:56:00,1
2019-02-03 14:20:00,1
2019-02-03 15:39:00,3
2019-02-03 15:40:00,8
2019-02-03 15:41:00,1
2019-02-03 17:34:00,1
2019-02-03 18:31:00,1
2019-02-03 18:57:00,1
2019-02-03 19:08:00,1
2019-02-03 19:10:00,1
2019-02-03 19:25:00,1
2019-02-03 19:27:00,1
2019-02-03 19:41:00,1
2019-02-03 19:44:00,1
2019-02-03 21:38:00,1
2019-02-03 22:12:00,2
2019-02-03 22:16:00,1
2019-02-03 22:21:00,1
2019-02-03 22:24:00,1
2019-02-03 22:44:00,1
2019-02-03 22:52:00,1
