1888,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-02-03 00:00:00,39
2019-02-03 00:01:00,11
2019-02-03 00:16:00,23
2019-02-03 00:17:00,24
2019-02-03 16:46:00,15
2019-02-03 16:47:00,41
2019-02-03 16:48:00,7
2019-02-03 16:53:00,34
2019-02-03 16:54:00,41
2019-02-03 16:55:00,41
2019-02-03 16:56:00,43
2019-02-03 16:57:00,43
2019-02-03 16:58:00,41
2019-02-03 16:59:00,33
2019-02-03 17:02:00,1
2019-02-03 17:03:00,34
2019-02-03 17:04:00,38
2019-02-03 17:05:00,40
2019-02-03 17:06:00,39
2019-02-03 17:07:00,40
2019-02-03 17:08:00,42
2019-02-03 17:09:00,42
2019-02-03 17:10:00,11
2019-02-03 17:11:00,39
2019-02-03 17:12:00,40
2019-02-03 17:13:00,43
2019-02-03 17:14:00,43
2019-02-03 17:15:00,43
2019-02-03 17:16:00,41
2019-02-03 17:17:00,44
2019-02-03 17:18:00,43
2019-02-03 17:19:00,42
2019-02-03 17:20:00,44
2019-02-03 17:21:00,43
2019-02-03 17:22:00,29
2019-02-03 17:23:00,27
2019-02-03 17:24:00,38
2019-02-03 17:25:00,39
2019-02-03 17:26:00,40
2019-02-03 17:27:00,40
2019-02-03 17:28:00,47
2019-02-03 17:29:00,41
2019-02-03 17:30:00,41
2019-02-03 17:31:00,42
2019-02-03 17:32:00,41
2019-02-03 17:33:00,41
2019-02-03 17:34:00,40
2019-02-03 17:35:00,40
2019-02-03 17:36:00,38
2019-02-03 17:37:00,40
2019-02-03 17:38:00,41
2019-02-03 17:39:00,35
