23,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID AND p.g between # AND #"
2019-02-03 00:50:00,1
2019-02-03 01:17:00,1
2019-02-03 01:18:00,2
2019-02-03 01:26:00,1
2019-02-03 01:33:00,1
2019-02-03 02:11:00,1
2019-02-03 02:19:00,1
2019-02-03 02:20:00,3
2019-02-03 02:25:00,1
2019-02-03 02:30:00,2
2019-02-03 02:39:00,1
2019-02-03 02:46:00,1
2019-02-03 02:47:00,3
2019-02-03 02:53:00,1
2019-02-03 03:05:00,1
2019-02-03 03:18:00,2
