517,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-02-03 00:01:00,2
2019-02-03 00:02:00,2
2019-02-03 00:04:00,3
2019-02-03 00:05:00,1
2019-02-03 00:07:00,3
2019-02-03 00:10:00,2
2019-02-03 00:11:00,4
2019-02-03 00:12:00,2
2019-02-03 00:13:00,4
2019-02-03 00:15:00,1
2019-02-03 00:16:00,3
2019-02-03 00:18:00,2
2019-02-03 00:19:00,2
2019-02-03 00:20:00,2
2019-02-03 00:21:00,2
2019-02-03 00:23:00,3
2019-02-03 00:24:00,1
2019-02-03 00:25:00,2
2019-02-03 00:26:00,2
2019-02-03 00:28:00,2
2019-02-03 00:29:00,2
2019-02-03 00:31:00,4
2019-02-03 00:32:00,2
2019-02-03 00:34:00,2
2019-02-03 00:35:00,2
2019-02-03 00:36:00,4
2019-02-03 00:37:00,4
2019-02-03 00:38:00,2
2019-02-03 00:40:00,3
2019-02-03 00:41:00,1
2019-02-03 00:42:00,2
2019-02-03 00:43:00,2
2019-02-03 00:45:00,2
2019-02-03 00:46:00,4
2019-02-03 00:47:00,2
2019-02-03 00:48:00,6
2019-02-03 00:50:00,4
2019-02-03 00:51:00,2
2019-02-03 00:53:00,4
2019-02-03 00:54:00,2
2019-02-03 00:56:00,8
2019-02-03 00:58:00,4
2019-02-03 00:59:00,2
2019-02-03 01:01:00,3
2019-02-03 01:02:00,1
2019-02-03 01:04:00,1
2019-02-03 01:05:00,1
2019-02-03 01:06:00,2
2019-02-03 01:07:00,2
2019-02-03 01:08:00,2
2019-02-03 01:10:00,3
2019-02-03 01:11:00,1
2019-02-03 01:12:00,1
2019-02-03 01:13:00,5
2019-02-03 01:15:00,5
2019-02-03 01:16:00,1
2019-02-03 01:17:00,2
2019-02-03 01:18:00,4
2019-02-03 01:20:00,5
2019-02-03 01:21:00,1
2019-02-03 01:23:00,4
2019-02-03 01:24:00,2
2019-02-03 01:26:00,4
2019-02-03 01:27:00,2
2019-02-03 01:29:00,2
2019-02-03 01:30:00,4
2019-02-03 01:32:00,5
2019-02-03 01:33:00,1
2019-02-03 01:34:00,2
2019-02-03 01:35:00,4
2019-02-03 01:37:00,4
2019-02-03 01:38:00,4
2019-02-03 01:40:00,8
2019-02-03 01:42:00,4
2019-02-03 01:43:00,2
2019-02-03 01:44:00,1
2019-02-03 01:45:00,5
2019-02-03 01:47:00,4
2019-02-03 01:48:00,2
2019-02-03 01:49:00,1
2019-02-03 01:50:00,5
2019-02-03 01:52:00,4
2019-02-03 01:53:00,2
2019-02-03 01:55:00,2
2019-02-03 01:56:00,6
2019-02-03 01:57:00,6
2019-02-03 01:59:00,4
2019-02-03 02:00:00,4
2019-02-03 02:02:00,4
2019-02-03 02:03:00,4
2019-02-03 02:05:00,2
2019-02-03 02:06:00,3
2019-02-03 02:07:00,1
2019-02-03 02:09:00,2
2019-02-03 02:10:00,2
2019-02-03 02:12:00,2
2019-02-03 02:13:00,2
2019-02-03 02:16:00,2
2019-02-03 02:17:00,2
2019-02-03 02:19:00,3
2019-02-03 02:20:00,1
2019-02-03 02:22:00,2
2019-02-03 02:23:00,2
2019-02-03 02:24:00,1
2019-02-03 02:25:00,3
2019-02-03 02:28:00,1
2019-02-03 02:29:00,3
2019-02-03 02:30:00,2
2019-02-03 02:32:00,4
2019-02-03 02:33:00,2
2019-02-03 02:35:00,3
2019-02-03 02:36:00,1
2019-02-03 02:38:00,2
2019-02-03 02:39:00,2
2019-02-03 02:41:00,2
2019-02-03 02:42:00,4
2019-02-03 02:44:00,4
2019-02-03 02:45:00,4
2019-02-03 02:47:00,4
2019-02-03 02:48:00,4
2019-02-03 02:50:00,4
2019-02-03 02:51:00,2
2019-02-03 02:52:00,2
2019-02-03 02:53:00,2
2019-02-03 02:54:00,2
2019-02-03 02:55:00,4
2019-02-03 02:57:00,2
2019-02-03 02:58:00,4
2019-02-03 02:59:00,2
2019-02-03 03:00:00,2
2019-02-03 03:01:00,3
2019-02-03 03:02:00,1
2019-02-03 03:03:00,1
2019-02-03 03:04:00,2
2019-02-03 03:05:00,1
2019-02-03 03:07:00,2
2019-02-03 03:08:00,2
2019-02-03 03:10:00,1
2019-02-03 03:11:00,3
2019-02-03 03:12:00,2
2019-02-03 03:14:00,2
2019-02-03 03:15:00,4
2019-02-03 03:16:00,2
2019-02-03 03:18:00,4
2019-02-03 03:19:00,2
2019-02-03 03:21:00,1
2019-02-03 03:22:00,3
2019-02-03 03:23:00,2
2019-02-03 03:25:00,4
2019-02-03 03:26:00,2
2019-02-03 03:28:00,1
2019-02-03 03:29:00,3
2019-02-03 03:30:00,2
2019-02-03 03:37:00,2
2019-02-03 03:38:00,3
2019-02-03 03:39:00,1
2019-02-03 03:41:00,1
2019-02-03 03:42:00,2
2019-02-03 03:43:00,1
2019-02-03 03:45:00,2
2019-02-03 03:46:00,2
2019-02-03 03:48:00,1
2019-02-03 03:49:00,3
