197,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-02-03 01:39:00,1
2019-02-03 01:40:00,1
2019-02-03 01:49:00,2
2019-02-03 01:50:00,2
2019-02-03 01:52:00,1
2019-02-03 01:53:00,2
2019-02-03 02:15:00,9
2019-02-03 02:16:00,4
2019-02-03 02:18:00,3
2019-02-03 02:34:00,5
2019-02-03 02:35:00,6
2019-02-03 02:37:00,3
2019-02-03 02:53:00,4
2019-02-03 02:54:00,9
2019-02-03 02:56:00,3
2019-02-03 02:59:00,2
2019-02-03 04:14:00,9
2019-02-03 04:17:00,3
2019-02-03 04:18:00,2
2019-02-03 04:29:00,6
2019-02-03 04:30:00,4
2019-02-03 04:31:00,2
2019-02-03 04:33:00,2
2019-02-03 05:13:00,9
2019-02-03 05:15:00,1
2019-02-03 05:16:00,1
2019-02-03 05:18:00,2
2019-02-03 05:25:00,2
2019-02-03 05:26:00,5
2019-02-03 05:27:00,3
2019-02-03 05:28:00,1
2019-02-03 05:30:00,2
2019-02-03 05:40:00,2
2019-02-03 05:41:00,7
2019-02-03 05:42:00,1
2019-02-03 05:43:00,2
2019-02-03 05:44:00,1
2019-02-03 05:45:00,1
2019-02-03 05:54:00,4
2019-02-03 05:55:00,4
2019-02-03 05:56:00,2
2019-02-03 05:57:00,2
2019-02-03 05:59:00,2
2019-02-03 06:09:00,8
2019-02-03 06:10:00,2
2019-02-03 06:12:00,1
2019-02-03 06:31:00,3
2019-02-03 06:34:00,1
2019-02-03 06:49:00,6
2019-02-03 06:50:00,1
2019-02-03 06:53:00,2
2019-02-03 07:07:00,5
2019-02-03 07:08:00,6
2019-02-03 07:09:00,2
2019-02-03 07:10:00,3
2019-02-03 07:50:00,7
2019-02-03 07:52:00,2
2019-02-03 07:54:00,1
2019-02-03 07:56:00,2
2019-02-03 09:17:00,2
2019-02-03 09:18:00,1
2019-02-03 09:20:00,1
2019-02-03 09:22:00,2
