42,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-02-03 00:00:00,1
2019-02-03 00:01:00,2
2019-02-03 00:02:00,1
2019-02-03 00:03:00,1
2019-02-03 02:57:00,1
2019-02-03 04:52:00,1
2019-02-03 04:53:00,1
2019-02-03 10:13:00,2
2019-02-03 12:17:00,1
2019-02-03 12:25:00,1
2019-02-03 12:26:00,1
2019-02-03 13:04:00,1
2019-02-03 13:16:00,1
2019-02-03 13:17:00,1
2019-02-03 14:28:00,1
2019-02-03 14:29:00,1
2019-02-03 15:18:00,1
2019-02-03 15:22:00,1
2019-02-03 17:32:00,1
2019-02-03 17:33:00,4
2019-02-03 17:34:00,1
2019-02-03 17:35:00,2
2019-02-03 17:45:00,1
2019-02-03 18:16:00,1
2019-02-03 20:08:00,1
2019-02-03 20:30:00,1
2019-02-03 21:01:00,1
2019-02-03 21:03:00,1
2019-02-03 21:12:00,1
2019-02-03 21:38:00,1
2019-02-03 21:43:00,1
2019-02-03 22:05:00,1
2019-02-03 22:18:00,1
2019-02-03 23:05:00,1
2019-02-03 23:19:00,2
