2,"SELECT TOP #  s.plate,s.mjd,s.fiberid,s.class,s.subClass,s.subClass_noqso,s.targetObjID  FROM ..SpecObj as s  WHERE s.zWarning = # AND (s.class = &&&) AND (s.eboss_target0 & (dbo.fEbossTarget0(&&&)) = #)"
2019-02-03 21:44:00,1
2019-02-03 21:46:00,1
