124,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-04-23 00:03:00,1
2019-04-23 06:07:00,1
2019-04-23 07:00:00,1
2019-04-23 07:07:00,1
2019-04-23 08:08:00,2
2019-04-23 08:24:00,1
2019-04-23 08:25:00,2
2019-04-23 08:32:00,1
2019-04-23 08:33:00,1
2019-04-23 08:48:00,1
2019-04-23 11:55:00,1
2019-04-23 13:00:00,1
2019-04-23 13:01:00,1
2019-04-23 13:02:00,2
2019-04-23 13:04:00,1
2019-04-23 13:05:00,2
2019-04-23 13:06:00,2
2019-04-23 13:09:00,1
2019-04-23 13:11:00,1
2019-04-23 13:12:00,1
2019-04-23 13:14:00,2
2019-04-23 13:15:00,1
2019-04-23 13:16:00,1
2019-04-23 13:18:00,1
2019-04-23 13:19:00,1
2019-04-23 13:20:00,1
2019-04-23 13:21:00,1
2019-04-23 13:22:00,1
2019-04-23 13:24:00,1
2019-04-23 13:25:00,1
2019-04-23 13:27:00,3
2019-04-23 13:28:00,1
2019-04-23 13:29:00,1
2019-04-23 13:32:00,1
2019-04-23 13:35:00,1
2019-04-23 13:37:00,1
2019-04-23 13:38:00,1
2019-04-23 13:40:00,1
2019-04-23 13:42:00,1
2019-04-23 13:43:00,2
2019-04-23 13:44:00,2
2019-04-23 13:46:00,1
2019-04-23 13:47:00,1
2019-04-23 13:49:00,3
2019-04-23 13:50:00,2
2019-04-23 13:51:00,1
2019-04-23 13:52:00,1
2019-04-23 13:55:00,2
2019-04-23 13:57:00,1
2019-04-23 14:02:00,2
2019-04-23 14:04:00,1
2019-04-23 14:05:00,1
2019-04-23 14:06:00,1
2019-04-23 14:08:00,3
2019-04-23 14:10:00,2
2019-04-23 14:11:00,1
2019-04-23 14:12:00,1
2019-04-23 14:13:00,1
2019-04-23 14:16:00,1
2019-04-23 14:17:00,1
2019-04-23 14:19:00,2
2019-04-23 14:20:00,2
2019-04-23 14:21:00,1
2019-04-23 14:23:00,2
2019-04-23 14:25:00,2
2019-04-23 14:29:00,1
2019-04-23 14:30:00,1
2019-04-23 14:32:00,2
2019-04-23 14:33:00,1
2019-04-23 14:34:00,3
2019-04-23 14:35:00,2
2019-04-23 14:36:00,1
2019-04-23 14:37:00,5
2019-04-23 14:38:00,2
2019-04-23 14:39:00,3
2019-04-23 15:21:00,1
2019-04-23 15:22:00,1
2019-04-23 17:35:00,1
2019-04-23 17:36:00,2
2019-04-23 17:52:00,2
2019-04-23 18:13:00,1
2019-04-23 18:31:00,1
2019-04-23 18:39:00,1
2019-04-23 18:52:00,1
2019-04-23 20:27:00,1
2019-04-23 20:30:00,1
2019-04-23 20:31:00,1
2019-04-23 20:38:00,1
2019-04-23 20:43:00,1
