12,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-04-23 13:58:00,1
2019-04-23 14:03:00,1
2019-04-23 14:05:00,1
2019-04-23 14:09:00,1
2019-04-23 14:15:00,1
2019-04-23 14:21:00,1
2019-04-23 14:26:00,1
2019-04-23 14:32:00,1
2019-04-23 14:39:00,1
2019-04-23 14:48:00,1
2019-04-23 14:53:00,1
2019-04-23 14:59:00,1
