3,"SELECT objid,ra,dec,probPSF_g,psfMag_g,psfMagErr_g,fiberMag_g,fiberMagErr_g,fiber2Mag_g,fiber2MagErr_g,petroMag_g,petroMagErr_g FROM PhotoObj WHERE   ra BETWEEN # AND #  AND dec BETWEEN # AND #"
2019-04-23 05:52:00,1
2019-04-23 05:53:00,1
2019-04-23 06:04:00,1
