260,select * from dbo.fDocColumns(&&&)
2019-04-23 00:11:00,1
2019-04-23 00:21:00,1
2019-04-23 00:25:00,2
2019-04-23 00:28:00,1
2019-04-23 00:33:00,1
2019-04-23 00:47:00,1
2019-04-23 00:51:00,1
2019-04-23 00:52:00,1
2019-04-23 01:08:00,1
2019-04-23 01:12:00,1
2019-04-23 01:14:00,1
2019-04-23 01:20:00,1
2019-04-23 01:24:00,1
2019-04-23 01:26:00,2
2019-04-23 01:33:00,1
2019-04-23 01:35:00,1
2019-04-23 01:40:00,3
2019-04-23 01:41:00,5
2019-04-23 01:42:00,6
2019-04-23 01:44:00,15
2019-04-23 01:45:00,14
2019-04-23 01:47:00,8
2019-04-23 02:04:00,1
2019-04-23 02:25:00,1
2019-04-23 02:26:00,1
2019-04-23 02:34:00,1
2019-04-23 02:35:00,1
2019-04-23 04:08:00,1
2019-04-23 04:41:00,1
2019-04-23 04:50:00,1
2019-04-23 04:52:00,1
2019-04-23 04:55:00,1
2019-04-23 04:57:00,1
2019-04-23 05:25:00,5
2019-04-23 06:02:00,2
2019-04-23 06:14:00,1
2019-04-23 06:35:00,2
2019-04-23 07:11:00,2
2019-04-23 07:12:00,3
2019-04-23 07:13:00,2
2019-04-23 07:14:00,2
2019-04-23 07:15:00,4
2019-04-23 07:16:00,2
2019-04-23 07:17:00,5
2019-04-23 07:20:00,1
2019-04-23 07:21:00,4
2019-04-23 07:22:00,2
2019-04-23 07:51:00,1
2019-04-23 08:02:00,1
2019-04-23 08:19:00,4
2019-04-23 08:40:00,1
2019-04-23 08:41:00,1
2019-04-23 08:48:00,3
2019-04-23 08:57:00,1
2019-04-23 09:15:00,1
2019-04-23 09:19:00,1
2019-04-23 09:31:00,1
2019-04-23 09:53:00,1
2019-04-23 09:57:00,1
2019-04-23 10:10:00,2
2019-04-23 10:27:00,1
2019-04-23 10:52:00,1
2019-04-23 11:03:00,1
2019-04-23 11:34:00,1
2019-04-23 11:42:00,1
2019-04-23 11:51:00,2
2019-04-23 12:15:00,1
2019-04-23 12:16:00,1
2019-04-23 12:22:00,1
2019-04-23 12:35:00,1
2019-04-23 12:36:00,1
2019-04-23 12:49:00,2
2019-04-23 12:50:00,8
2019-04-23 13:00:00,1
2019-04-23 13:08:00,1
2019-04-23 13:13:00,1
2019-04-23 13:15:00,1
2019-04-23 13:16:00,2
2019-04-23 13:17:00,2
2019-04-23 13:20:00,1
2019-04-23 13:32:00,1
2019-04-23 13:40:00,2
2019-04-23 13:41:00,3
2019-04-23 13:42:00,4
2019-04-23 14:10:00,2
2019-04-23 14:19:00,1
2019-04-23 14:25:00,2
2019-04-23 14:35:00,2
2019-04-23 14:37:00,1
2019-04-23 14:39:00,2
2019-04-23 14:40:00,2
2019-04-23 14:52:00,1
2019-04-23 15:12:00,1
2019-04-23 15:19:00,1
2019-04-23 15:53:00,3
2019-04-23 15:54:00,1
2019-04-23 15:59:00,2
2019-04-23 16:01:00,1
2019-04-23 16:36:00,1
2019-04-23 16:43:00,2
2019-04-23 16:47:00,2
2019-04-23 16:52:00,1
2019-04-23 16:53:00,1
2019-04-23 17:13:00,1
2019-04-23 18:07:00,2
2019-04-23 18:41:00,1
2019-04-23 18:46:00,2
2019-04-23 18:47:00,1
2019-04-23 19:17:00,1
2019-04-23 19:22:00,1
2019-04-23 19:34:00,1
2019-04-23 19:47:00,1
2019-04-23 19:54:00,1
2019-04-23 20:12:00,1
2019-04-23 20:58:00,1
2019-04-23 21:15:00,1
2019-04-23 21:25:00,14
2019-04-23 21:57:00,1
2019-04-23 22:03:00,14
2019-04-23 22:26:00,1
2019-04-23 22:43:00,1
2019-04-23 22:46:00,2
2019-04-23 22:50:00,1
2019-04-23 22:51:00,1
2019-04-23 23:14:00,2
2019-04-23 23:18:00,2
