101,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-04-23 05:22:00,1
2019-04-23 13:27:00,1
2019-04-23 15:37:00,4
2019-04-23 15:38:00,10
2019-04-23 15:39:00,11
2019-04-23 15:40:00,11
2019-04-23 15:41:00,10
2019-04-23 15:42:00,10
2019-04-23 15:43:00,14
2019-04-23 15:44:00,14
2019-04-23 15:45:00,8
2019-04-23 15:46:00,6
2019-04-23 18:25:00,1
