54,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-04-23 00:42:00,1
2019-04-23 00:46:00,2
2019-04-23 00:47:00,1
2019-04-23 01:01:00,1
2019-04-23 01:14:00,1
2019-04-23 01:18:00,2
2019-04-23 01:19:00,1
2019-04-23 01:21:00,1
2019-04-23 01:22:00,2
2019-04-23 01:28:00,2
2019-04-23 01:29:00,1
2019-04-23 06:31:00,1
2019-04-23 07:32:00,1
2019-04-23 08:34:00,1
2019-04-23 08:35:00,1
2019-04-23 08:59:00,1
2019-04-23 10:26:00,3
2019-04-23 12:10:00,1
2019-04-23 12:22:00,1
2019-04-23 12:30:00,4
2019-04-23 14:42:00,1
2019-04-23 16:39:00,1
2019-04-23 16:42:00,2
2019-04-23 17:41:00,2
2019-04-23 17:47:00,1
2019-04-23 18:48:00,1
2019-04-23 19:18:00,2
2019-04-23 19:35:00,1
2019-04-23 19:38:00,1
2019-04-23 19:42:00,1
2019-04-23 19:43:00,2
2019-04-23 21:42:00,1
2019-04-23 22:10:00,1
2019-04-23 22:11:00,1
2019-04-23 22:17:00,1
2019-04-23 22:19:00,1
2019-04-23 22:21:00,1
2019-04-23 22:23:00,3
2019-04-23 22:24:00,1
