79,"SELECT specObjID, dr7ObjID FROM SpecDR7 WHERE specobjid = #"
2019-04-23 02:49:00,1
2019-04-23 02:50:00,1
2019-04-23 23:27:00,3
2019-04-23 23:28:00,3
2019-04-23 23:29:00,4
2019-04-23 23:30:00,2
2019-04-23 23:31:00,3
2019-04-23 23:32:00,4
2019-04-23 23:33:00,3
2019-04-23 23:34:00,3
2019-04-23 23:35:00,5
2019-04-23 23:36:00,3
2019-04-23 23:37:00,4
2019-04-23 23:38:00,4
2019-04-23 23:39:00,3
2019-04-23 23:40:00,1
2019-04-23 23:48:00,3
2019-04-23 23:49:00,3
2019-04-23 23:50:00,2
2019-04-23 23:51:00,3
2019-04-23 23:52:00,3
2019-04-23 23:53:00,3
2019-04-23 23:54:00,2
2019-04-23 23:55:00,3
2019-04-23 23:56:00,3
2019-04-23 23:57:00,2
2019-04-23 23:58:00,2
2019-04-23 23:59:00,3
