294,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-04-23 10:19:00,2
2019-04-23 10:20:00,5
2019-04-23 10:21:00,7
2019-04-23 10:22:00,5
2019-04-23 10:23:00,6
2019-04-23 10:24:00,5
2019-04-23 10:25:00,6
2019-04-23 15:57:00,2
2019-04-23 15:58:00,19
2019-04-23 15:59:00,1
2019-04-23 20:19:00,2
2019-04-23 20:20:00,1
2019-04-23 20:21:00,4
2019-04-23 20:22:00,2
2019-04-23 20:25:00,3
2019-04-23 20:27:00,1
2019-04-23 20:28:00,2
2019-04-23 20:29:00,1
2019-04-23 20:48:00,1
2019-04-23 20:51:00,1
2019-04-23 20:53:00,1
2019-04-23 20:54:00,1
2019-04-23 21:16:00,1
2019-04-23 21:31:00,3
2019-04-23 21:32:00,3
2019-04-23 21:33:00,2
2019-04-23 21:34:00,1
2019-04-23 21:35:00,1
2019-04-23 21:36:00,1
2019-04-23 21:39:00,2
2019-04-23 21:45:00,1
2019-04-23 21:46:00,1
2019-04-23 21:47:00,2
2019-04-23 21:48:00,6
2019-04-23 21:49:00,4
2019-04-23 21:50:00,6
2019-04-23 21:51:00,5
2019-04-23 21:52:00,3
2019-04-23 21:53:00,3
2019-04-23 21:54:00,5
2019-04-23 21:55:00,8
2019-04-23 21:56:00,7
2019-04-23 21:57:00,12
2019-04-23 21:58:00,9
2019-04-23 21:59:00,7
2019-04-23 22:00:00,8
2019-04-23 22:01:00,5
2019-04-23 22:02:00,7
2019-04-23 22:03:00,4
2019-04-23 22:04:00,2
2019-04-23 22:05:00,5
2019-04-23 22:06:00,1
2019-04-23 22:07:00,4
2019-04-23 22:08:00,5
2019-04-23 22:09:00,11
2019-04-23 22:10:00,3
2019-04-23 22:11:00,4
2019-04-23 22:12:00,2
2019-04-23 22:13:00,2
2019-04-23 22:16:00,1
2019-04-23 22:25:00,3
2019-04-23 22:26:00,1
2019-04-23 22:27:00,3
2019-04-23 22:28:00,1
2019-04-23 22:30:00,1
2019-04-23 22:31:00,4
2019-04-23 22:32:00,4
2019-04-23 22:33:00,3
2019-04-23 22:34:00,2
2019-04-23 22:35:00,4
2019-04-23 22:36:00,2
2019-04-23 22:37:00,3
2019-04-23 22:38:00,4
2019-04-23 22:39:00,4
2019-04-23 22:40:00,4
2019-04-23 22:41:00,4
2019-04-23 22:42:00,3
2019-04-23 22:43:00,2
2019-04-23 22:44:00,2
2019-04-23 23:07:00,1
2019-04-23 23:08:00,1
2019-04-23 23:09:00,1
2019-04-23 23:10:00,2
