158,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-04-23 00:47:00,1
2019-04-23 01:49:00,1
2019-04-23 02:47:00,1
2019-04-23 02:53:00,1
2019-04-23 03:47:00,1
2019-04-23 03:52:00,2
2019-04-23 03:56:00,1
2019-04-23 04:05:00,1
2019-04-23 04:47:00,1
2019-04-23 05:48:00,1
2019-04-23 06:03:00,3
2019-04-23 06:21:00,3
2019-04-23 06:36:00,3
2019-04-23 06:47:00,1
2019-04-23 07:18:00,6
2019-04-23 07:33:00,5
2019-04-23 07:34:00,2
2019-04-23 07:47:00,1
2019-04-23 08:00:00,7
2019-04-23 08:30:00,9
2019-04-23 08:46:00,14
2019-04-23 08:47:00,1
2019-04-23 09:10:00,9
2019-04-23 09:11:00,9
2019-04-23 09:14:00,10
2019-04-23 09:15:00,4
2019-04-23 09:46:00,1
2019-04-23 10:47:00,1
2019-04-23 11:46:00,1
2019-04-23 12:46:00,1
2019-04-23 13:44:00,9
2019-04-23 13:46:00,1
2019-04-23 14:46:00,1
2019-04-23 14:50:00,1
2019-04-23 15:01:00,2
2019-04-23 15:03:00,1
2019-04-23 15:05:00,1
2019-04-23 15:17:00,1
2019-04-23 15:18:00,1
2019-04-23 15:19:00,1
2019-04-23 15:21:00,1
2019-04-23 15:22:00,1
2019-04-23 15:25:00,10
2019-04-23 15:46:00,1
2019-04-23 16:07:00,1
2019-04-23 16:08:00,1
2019-04-23 16:46:00,1
2019-04-23 16:50:00,9
2019-04-23 17:46:00,1
2019-04-23 18:28:00,9
2019-04-23 18:46:00,1
2019-04-23 19:46:00,1
