62,"SELECT p.ra,p.dec,   p.psfmag_g,p.psfMagErr_g,   p.psfmag_r,p.psfMagErr_r,   p.psfmag_i,p.psfMagErr_i,   p.psfmag_z,p.psfMagErr_z,   f.mjd_r,f.mjd_g,f.mjd_i,f.mjd_z   FROM PhotoObjAll p   JOIN field as f on p.fieldid = f.fieldid   WHERE ra between # and #   and dec between # and #   and p.parentID = #   order by f.mjd_r"
2019-06-26 00:02:00,1
2019-06-26 00:07:00,1
2019-06-26 00:08:00,2
2019-06-26 00:09:00,2
2019-06-26 00:10:00,1
2019-06-26 00:11:00,2
2019-06-26 00:13:00,2
2019-06-26 00:15:00,2
2019-06-26 00:16:00,1
2019-06-26 00:17:00,1
2019-06-26 00:18:00,2
2019-06-26 00:19:00,1
2019-06-26 00:21:00,1
2019-06-26 00:22:00,3
2019-06-26 00:23:00,2
2019-06-26 00:24:00,1
2019-06-26 00:25:00,3
2019-06-26 00:26:00,1
2019-06-26 00:27:00,2
2019-06-26 00:28:00,1
2019-06-26 00:29:00,3
2019-06-26 00:30:00,2
2019-06-26 00:31:00,2
2019-06-26 00:32:00,2
2019-06-26 00:33:00,4
2019-06-26 00:34:00,4
2019-06-26 00:35:00,1
2019-06-26 00:36:00,2
2019-06-26 00:37:00,2
2019-06-26 00:38:00,2
2019-06-26 00:39:00,2
2019-06-26 00:40:00,2
2019-06-26 00:41:00,2
