122,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-06-26 00:45:00,1
2019-06-26 01:20:00,5
2019-06-26 01:21:00,4
2019-06-26 01:28:00,2
2019-06-26 01:29:00,7
2019-06-26 01:46:00,1
2019-06-26 02:45:00,1
2019-06-26 03:25:00,9
2019-06-26 03:46:00,1
2019-06-26 03:53:00,1
2019-06-26 03:56:00,9
2019-06-26 04:22:00,9
2019-06-26 04:45:00,1
2019-06-26 05:45:00,1
2019-06-26 06:45:00,1
2019-06-26 07:38:00,1
2019-06-26 07:45:00,1
2019-06-26 08:45:00,1
2019-06-26 09:45:00,1
2019-06-26 09:46:00,9
2019-06-26 10:46:00,1
2019-06-26 11:44:00,1
2019-06-26 12:45:00,1
2019-06-26 13:45:00,1
2019-06-26 14:45:00,1
2019-06-26 15:45:00,1
2019-06-26 16:07:00,7
2019-06-26 16:08:00,2
2019-06-26 16:47:00,1
2019-06-26 17:45:00,1
2019-06-26 18:21:00,9
2019-06-26 18:32:00,9
2019-06-26 18:46:00,1
2019-06-26 18:59:00,9
2019-06-26 19:08:00,9
2019-06-26 19:45:00,1
2019-06-26 19:51:00,1
