2,"select logmass_max,rv_teff,SEGUE2_HVV from apogeestar, stellarMassFSPSGranEarlyDust,Segue2Target1 where rv_teff BETWEEN # and # AND rv_teff BETWEEN # and #"
2019-06-26 12:07:00,1
2019-06-26 12:08:00,1
