239,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-06-26 00:00:00,3
2019-06-26 00:01:00,4
2019-06-26 00:02:00,4
2019-06-26 00:03:00,4
2019-06-26 00:04:00,3
2019-06-26 00:05:00,4
2019-06-26 00:06:00,4
2019-06-26 00:07:00,3
2019-06-26 00:08:00,4
2019-06-26 00:09:00,4
2019-06-26 00:10:00,3
2019-06-26 00:11:00,4
2019-06-26 00:12:00,4
2019-06-26 00:13:00,3
2019-06-26 00:14:00,4
2019-06-26 00:15:00,4
2019-06-26 00:16:00,3
2019-06-26 00:17:00,4
2019-06-26 00:18:00,3
2019-06-26 00:19:00,4
2019-06-26 00:20:00,3
2019-06-26 00:21:00,4
2019-06-26 00:22:00,4
2019-06-26 00:23:00,3
2019-06-26 00:24:00,3
2019-06-26 00:25:00,4
2019-06-26 00:26:00,3
2019-06-26 00:27:00,4
2019-06-26 00:28:00,3
2019-06-26 00:29:00,4
2019-06-26 00:30:00,3
2019-06-26 00:31:00,4
2019-06-26 00:32:00,3
2019-06-26 00:33:00,4
2019-06-26 00:34:00,3
2019-06-26 00:35:00,3
2019-06-26 00:36:00,4
2019-06-26 00:37:00,3
2019-06-26 00:38:00,4
2019-06-26 00:39:00,4
2019-06-26 00:40:00,3
2019-06-26 00:41:00,3
2019-06-26 00:42:00,4
2019-06-26 00:43:00,4
2019-06-26 00:44:00,3
2019-06-26 00:45:00,3
2019-06-26 00:46:00,4
2019-06-26 00:47:00,4
2019-06-26 00:48:00,3
2019-06-26 00:49:00,4
2019-06-26 00:50:00,3
2019-06-26 00:51:00,4
2019-06-26 00:52:00,4
2019-06-26 00:53:00,3
2019-06-26 00:54:00,4
2019-06-26 00:55:00,3
2019-06-26 00:56:00,4
2019-06-26 00:57:00,4
2019-06-26 00:58:00,4
2019-06-26 00:59:00,3
2019-06-26 01:00:00,4
2019-06-26 01:01:00,3
2019-06-26 01:02:00,3
2019-06-26 01:03:00,4
2019-06-26 01:04:00,4
2019-06-26 01:05:00,3
2019-06-26 01:06:00,4
