93,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-06-26 00:35:00,1
2019-06-26 00:38:00,1
2019-06-26 01:31:00,1
2019-06-26 02:38:00,3
2019-06-26 03:30:00,1
2019-06-26 04:55:00,1
2019-06-26 05:37:00,2
2019-06-26 05:38:00,1
2019-06-26 06:35:00,1
2019-06-26 06:56:00,1
2019-06-26 07:07:00,1
2019-06-26 07:10:00,1
2019-06-26 07:11:00,1
2019-06-26 07:21:00,1
2019-06-26 07:25:00,1
2019-06-26 07:28:00,1
2019-06-26 07:30:00,2
2019-06-26 07:33:00,1
2019-06-26 07:36:00,1
2019-06-26 07:48:00,1
2019-06-26 08:39:00,1
2019-06-26 09:58:00,1
2019-06-26 10:05:00,1
2019-06-26 10:53:00,2
2019-06-26 10:55:00,1
2019-06-26 10:57:00,1
2019-06-26 10:58:00,1
2019-06-26 11:00:00,1
2019-06-26 11:07:00,2
2019-06-26 11:30:00,1
2019-06-26 11:32:00,1
2019-06-26 11:34:00,1
2019-06-26 11:35:00,3
2019-06-26 11:36:00,3
2019-06-26 11:37:00,3
2019-06-26 11:38:00,1
2019-06-26 11:39:00,1
2019-06-26 11:40:00,2
2019-06-26 11:46:00,1
2019-06-26 12:00:00,2
2019-06-26 13:08:00,1
2019-06-26 13:20:00,1
2019-06-26 13:22:00,2
2019-06-26 13:24:00,1
2019-06-26 13:35:00,1
2019-06-26 13:48:00,1
2019-06-26 15:26:00,1
2019-06-26 15:41:00,1
2019-06-26 16:19:00,2
2019-06-26 16:23:00,1
2019-06-26 16:24:00,2
2019-06-26 16:27:00,1
2019-06-26 16:36:00,2
2019-06-26 16:37:00,2
2019-06-26 16:38:00,1
2019-06-26 16:39:00,1
2019-06-26 16:46:00,2
2019-06-26 17:05:00,1
2019-06-26 17:09:00,1
2019-06-26 17:10:00,2
2019-06-26 17:20:00,1
2019-06-26 17:22:00,1
2019-06-26 17:24:00,1
2019-06-26 17:25:00,2
2019-06-26 17:34:00,1
2019-06-26 17:50:00,1
2019-06-26 18:18:00,2
2019-06-26 19:25:00,1
2019-06-26 19:55:00,2
