187,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-06-26 05:35:00,6
2019-06-26 05:36:00,6
2019-06-26 05:37:00,6
2019-06-26 05:46:00,4
2019-06-26 05:47:00,6
2019-06-26 05:48:00,5
2019-06-26 05:49:00,5
2019-06-26 05:50:00,7
2019-06-26 05:51:00,1
2019-06-26 05:52:00,1
2019-06-26 05:53:00,3
2019-06-26 05:54:00,1
2019-06-26 05:55:00,2
2019-06-26 05:56:00,1
2019-06-26 05:57:00,1
2019-06-26 06:23:00,2
2019-06-26 06:24:00,1
2019-06-26 06:28:00,1
2019-06-26 06:33:00,2
2019-06-26 06:35:00,1
2019-06-26 06:36:00,2
2019-06-26 06:37:00,1
2019-06-26 06:38:00,1
2019-06-26 06:39:00,3
2019-06-26 06:40:00,1
2019-06-26 06:41:00,1
2019-06-26 06:44:00,2
2019-06-26 06:46:00,1
2019-06-26 06:47:00,1
2019-06-26 06:48:00,3
2019-06-26 06:50:00,1
2019-06-26 06:51:00,1
2019-06-26 06:52:00,1
2019-06-26 06:53:00,2
2019-06-26 06:54:00,1
2019-06-26 06:57:00,3
2019-06-26 06:58:00,1
2019-06-26 07:01:00,1
2019-06-26 07:03:00,1
2019-06-26 07:04:00,4
2019-06-26 07:07:00,1
2019-06-26 07:08:00,1
2019-06-26 07:11:00,1
2019-06-26 07:13:00,1
2019-06-26 07:15:00,2
2019-06-26 07:17:00,2
2019-06-26 07:18:00,2
2019-06-26 07:26:00,1
2019-06-26 07:30:00,1
2019-06-26 07:54:00,2
2019-06-26 07:55:00,2
2019-06-26 07:56:00,2
2019-06-26 07:57:00,2
2019-06-26 07:58:00,2
2019-06-26 07:59:00,2
2019-06-26 08:16:00,1
2019-06-26 08:23:00,2
2019-06-26 08:25:00,5
2019-06-26 08:27:00,2
2019-06-26 08:28:00,2
2019-06-26 08:29:00,1
2019-06-26 08:30:00,1
2019-06-26 08:31:00,1
2019-06-26 08:32:00,3
2019-06-26 08:33:00,2
2019-06-26 09:05:00,1
2019-06-26 09:21:00,1
2019-06-26 09:52:00,4
2019-06-26 09:53:00,6
2019-06-26 09:54:00,4
2019-06-26 09:55:00,4
2019-06-26 09:56:00,4
2019-06-26 09:57:00,4
2019-06-26 09:58:00,3
2019-06-26 09:59:00,1
2019-06-26 10:10:00,10
2019-06-26 10:11:00,1
2019-06-26 10:12:00,2
2019-06-26 10:22:00,1
2019-06-26 10:23:00,1
2019-06-26 10:24:00,1
2019-06-26 11:22:00,1
