372,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-06-26 12:33:00,10
2019-06-26 12:35:00,28
2019-06-26 12:36:00,16
2019-06-26 12:47:00,26
2019-06-26 12:49:00,11
2019-06-26 12:50:00,34
2019-06-26 13:07:00,21
2019-06-26 13:09:00,28
2019-06-26 13:11:00,25
2019-06-26 13:16:00,17
2019-06-26 13:19:00,21
2019-06-26 13:23:00,21
2019-06-26 13:25:00,10
2019-06-26 13:40:00,23
2019-06-26 13:43:00,12
2019-06-26 13:54:00,18
2019-06-26 13:56:00,14
2019-06-26 14:06:00,4
2019-06-26 14:07:00,12
2019-06-26 14:10:00,12
2019-06-26 14:11:00,9
