6,"SELECT TOP #  s.class,s.subClass  FROM ..SpecObj as s  WHERE s.zWarning = #"
2019-06-26 08:14:00,1
2019-06-26 08:15:00,1
2019-06-26 08:18:00,1
2019-06-26 08:19:00,2
2019-06-26 08:33:00,1
