4,"select round(p.ra, #) as sdss_ra, round(p.dec, #) as sdss_dec, round(p.psfMag_g, #) as g, round(p.psfMagErr_g, #) as gErr, round(p.psfMag_u, #) as u, round(p.psfMagErr_u, #) as uErr from phototag p, dbo.fGetNearbyObjEq(#,#,#) d where p.objID = d.objID and p.psfMag_g > # and p.psfMag_g < # and p.psfMag_u > # and p.psfMag_u < # and p.type = #"
2019-06-26 05:23:00,1
2019-06-26 05:25:00,1
2019-06-26 05:37:00,1
2019-06-26 05:38:00,1
