3,"select ra,dec,dered_u into mydb.Atest3 from photoprimary where err_r > # and err_z > # and ra >= # and ra<# and dec >=# and dec<=# and ((flags_u & #) != #) and ((flags_u & #) = #) and ((flags_u & #) = #) AND (((flags_u & #) = #) or (flags_u & #) = #)"
2019-02-20 01:56:00,1
2019-02-20 01:57:00,1
2019-02-20 02:00:00,1
